"eau_id","wmd_id_num","wmd_id","area_km2","x_coord","y_coord"
137,3,"Benton Lake",44269.9195261,-1174770.86403,2913305.46545761
138,3,"Benton Lake",44269.9195261,-1156257.32719824,2913305.46545761
139,3,"Benton Lake",44269.9195261,-1137743.79036647,2913305.46545761
140,3,"Benton Lake",44269.9195261,-1119230.25353471,2913305.46545761
141,3,"Benton Lake",44269.9195261,-1100716.71670294,2913305.46545761
142,3,"Benton Lake",44269.9195261,-1082203.17987118,2913305.46545761
143,3,"Benton Lake",44269.9195261,-1063689.64303941,2913305.46545761
144,3,"Benton Lake",44269.9195261,-1045176.10620765,2913305.46545761
145,3,"Benton Lake",44269.9195261,-1026662.56937588,2913305.46545761
146,3,"Benton Lake",44269.9195261,-1248825.01135706,2894820.25437717
147,3,"Benton Lake",44269.9195261,-1230311.4745253,2894820.25437717
148,3,"Benton Lake",44269.9195261,-1211797.93769353,2894820.25437717
149,3,"Benton Lake",44269.9195261,-1193284.40086177,2894820.25437717
150,3,"Benton Lake",44269.9195261,-1174770.86403,2894820.25437717
151,3,"Benton Lake",44269.9195261,-1156257.32719824,2894820.25437717
152,3,"Benton Lake",44269.9195261,-1137743.79036647,2894820.25437717
153,3,"Benton Lake",44269.9195261,-1119230.25353471,2894820.25437717
154,3,"Benton Lake",44269.9195261,-1100716.71670294,2894820.25437717
155,3,"Benton Lake",44269.9195261,-1082203.17987118,2894820.25437717
156,3,"Benton Lake",44269.9195261,-1063689.64303941,2894820.25437717
157,3,"Benton Lake",44269.9195261,-1045176.10620765,2894820.25437717
158,3,"Benton Lake",44269.9195261,-1267338.54818882,2876335.04329674
159,3,"Benton Lake",44269.9195261,-1248825.01135706,2876335.04329674
160,3,"Benton Lake",44269.9195261,-1230311.4745253,2876335.04329674
161,3,"Benton Lake",44269.9195261,-1211797.93769353,2876335.04329674
162,3,"Benton Lake",44269.9195261,-1193284.40086177,2876335.04329674
163,3,"Benton Lake",44269.9195261,-1174770.86403,2876335.04329674
164,3,"Benton Lake",44269.9195261,-1156257.32719824,2876335.04329674
165,3,"Benton Lake",44269.9195261,-1137743.79036647,2876335.04329674
166,3,"Benton Lake",44269.9195261,-1119230.25353471,2876335.04329674
167,3,"Benton Lake",44269.9195261,-1100716.71670294,2876335.04329674
168,3,"Benton Lake",44269.9195261,-1082203.17987118,2876335.04329674
169,3,"Benton Lake",44269.9195261,-1063689.64303941,2876335.04329674
170,3,"Benton Lake",44269.9195261,-1045176.10620765,2876335.04329674
171,3,"Benton Lake",44269.9195261,-1026662.56937588,2876335.04329674
172,3,"Benton Lake",44269.9195261,-1285852.08502059,2857849.8322163
173,3,"Benton Lake",44269.9195261,-1267338.54818882,2857849.8322163
174,3,"Benton Lake",44269.9195261,-1248825.01135706,2857849.8322163
175,3,"Benton Lake",44269.9195261,-1230311.4745253,2857849.8322163
176,3,"Benton Lake",44269.9195261,-1211797.93769353,2857849.8322163
177,3,"Benton Lake",44269.9195261,-1193284.40086177,2857849.8322163
178,3,"Benton Lake",44269.9195261,-1174770.86403,2857849.8322163
179,3,"Benton Lake",44269.9195261,-1156257.32719824,2857849.8322163
180,3,"Benton Lake",44269.9195261,-1137743.79036647,2857849.8322163
181,3,"Benton Lake",44269.9195261,-1119230.25353471,2857849.8322163
182,3,"Benton Lake",44269.9195261,-1100716.71670294,2857849.8322163
183,3,"Benton Lake",44269.9195261,-1082203.17987118,2857849.8322163
184,3,"Benton Lake",44269.9195261,-1045176.10620765,2857849.8322163
185,3,"Benton Lake",44269.9195261,-1026662.56937588,2857849.8322163
186,3,"Benton Lake",44269.9195261,-1285852.08502059,2839364.62113587
187,3,"Benton Lake",44269.9195261,-1267338.54818882,2839364.62113587
188,3,"Benton Lake",44269.9195261,-1248825.01135706,2839364.62113587
189,3,"Benton Lake",44269.9195261,-1230311.4745253,2839364.62113587
190,3,"Benton Lake",44269.9195261,-1211797.93769353,2839364.62113587
191,3,"Benton Lake",44269.9195261,-1193284.40086177,2839364.62113587
192,3,"Benton Lake",44269.9195261,-1174770.86403,2839364.62113587
193,3,"Benton Lake",44269.9195261,-1156257.32719824,2839364.62113587
194,3,"Benton Lake",44269.9195261,-1137743.79036647,2839364.62113587
195,3,"Benton Lake",44269.9195261,-1119230.25353471,2839364.62113587
196,3,"Benton Lake",44269.9195261,-1045176.10620765,2839364.62113587
197,3,"Benton Lake",44269.9195261,-1026662.56937588,2839364.62113587
198,3,"Benton Lake",44269.9195261,-1267338.54818882,2820879.41005543
199,3,"Benton Lake",44269.9195261,-1248825.01135706,2820879.41005543
200,3,"Benton Lake",44269.9195261,-1230311.4745253,2820879.41005543
201,3,"Benton Lake",44269.9195261,-1211797.93769353,2820879.41005543
202,3,"Benton Lake",44269.9195261,-1193284.40086177,2820879.41005543
203,3,"Benton Lake",44269.9195261,-1174770.86403,2820879.41005543
204,3,"Benton Lake",44269.9195261,-1156257.32719824,2820879.41005543
205,3,"Benton Lake",44269.9195261,-1248825.01135706,2802394.198975
206,3,"Benton Lake",44269.9195261,-1230311.4745253,2802394.198975
207,3,"Benton Lake",44269.9195261,-1211797.93769353,2802394.198975
208,3,"Benton Lake",44269.9195261,-1193284.40086177,2802394.198975
209,4,"Bowdoin",40405.9523908,-1026662.56937588,2950275.88761848
210,4,"Bowdoin",40405.9523908,-1008149.03254412,2950275.88761848
211,4,"Bowdoin",40405.9523908,-989635.495712353,2950275.88761848
212,4,"Bowdoin",40405.9523908,-971121.958880589,2950275.88761848
213,4,"Bowdoin",40405.9523908,-952608.422048824,2950275.88761848
214,4,"Bowdoin",40405.9523908,-934094.885217059,2950275.88761848
215,4,"Bowdoin",40405.9523908,-1026662.56937588,2931790.67653804
216,4,"Bowdoin",40405.9523908,-1008149.03254412,2931790.67653804
217,4,"Bowdoin",40405.9523908,-989635.495712353,2931790.67653804
218,4,"Bowdoin",40405.9523908,-971121.958880589,2931790.67653804
219,4,"Bowdoin",40405.9523908,-952608.422048824,2931790.67653804
220,4,"Bowdoin",40405.9523908,-934094.885217059,2931790.67653804
221,4,"Bowdoin",40405.9523908,-915581.348385295,2931790.67653804
222,4,"Bowdoin",40405.9523908,-897067.81155353,2931790.67653804
223,4,"Bowdoin",40405.9523908,-878554.274721765,2931790.67653804
224,4,"Bowdoin",40405.9523908,-860040.73789,2931790.67653804
225,4,"Bowdoin",40405.9523908,-841527.201058236,2931790.67653804
226,4,"Bowdoin",40405.9523908,-823013.664226471,2931790.67653804
227,4,"Bowdoin",40405.9523908,-804500.127394706,2931790.67653804
228,4,"Bowdoin",40405.9523908,-785986.590562942,2931790.67653804
229,4,"Bowdoin",40405.9523908,-1008149.03254412,2913305.46545761
230,4,"Bowdoin",40405.9523908,-989635.495712353,2913305.46545761
231,4,"Bowdoin",40405.9523908,-971121.958880589,2913305.46545761
232,4,"Bowdoin",40405.9523908,-952608.422048824,2913305.46545761
233,4,"Bowdoin",40405.9523908,-934094.885217059,2913305.46545761
234,4,"Bowdoin",40405.9523908,-915581.348385295,2913305.46545761
235,4,"Bowdoin",40405.9523908,-897067.81155353,2913305.46545761
236,4,"Bowdoin",40405.9523908,-878554.274721765,2913305.46545761
237,4,"Bowdoin",40405.9523908,-860040.73789,2913305.46545761
238,4,"Bowdoin",40405.9523908,-841527.201058236,2913305.46545761
239,4,"Bowdoin",40405.9523908,-823013.664226471,2913305.46545761
240,4,"Bowdoin",40405.9523908,-804500.127394706,2913305.46545761
241,4,"Bowdoin",40405.9523908,-785986.590562942,2913305.46545761
242,4,"Bowdoin",40405.9523908,-767473.053731177,2913305.46545761
243,4,"Bowdoin",40405.9523908,-1026662.56937588,2894820.25437717
244,4,"Bowdoin",40405.9523908,-1008149.03254412,2894820.25437717
245,4,"Bowdoin",40405.9523908,-989635.495712353,2894820.25437717
246,4,"Bowdoin",40405.9523908,-971121.958880589,2894820.25437717
247,4,"Bowdoin",40405.9523908,-952608.422048824,2894820.25437717
248,4,"Bowdoin",40405.9523908,-934094.885217059,2894820.25437717
249,4,"Bowdoin",40405.9523908,-915581.348385295,2894820.25437717
250,4,"Bowdoin",40405.9523908,-897067.81155353,2894820.25437717
251,4,"Bowdoin",40405.9523908,-878554.274721765,2894820.25437717
252,4,"Bowdoin",40405.9523908,-860040.73789,2894820.25437717
253,4,"Bowdoin",40405.9523908,-841527.201058236,2894820.25437717
254,4,"Bowdoin",40405.9523908,-823013.664226471,2894820.25437717
255,4,"Bowdoin",40405.9523908,-804500.127394706,2894820.25437717
256,4,"Bowdoin",40405.9523908,-785986.590562942,2894820.25437717
257,4,"Bowdoin",40405.9523908,-767473.053731177,2894820.25437717
258,4,"Bowdoin",40405.9523908,-748959.516899412,2894820.25437717
259,4,"Bowdoin",40405.9523908,-1008149.03254412,2876335.04329674
260,4,"Bowdoin",40405.9523908,-989635.495712353,2876335.04329674
261,4,"Bowdoin",40405.9523908,-971121.958880589,2876335.04329674
262,4,"Bowdoin",40405.9523908,-952608.422048824,2876335.04329674
263,4,"Bowdoin",40405.9523908,-934094.885217059,2876335.04329674
264,4,"Bowdoin",40405.9523908,-915581.348385295,2876335.04329674
265,4,"Bowdoin",40405.9523908,-897067.81155353,2876335.04329674
266,4,"Bowdoin",40405.9523908,-878554.274721765,2876335.04329674
267,4,"Bowdoin",40405.9523908,-860040.73789,2876335.04329674
268,4,"Bowdoin",40405.9523908,-841527.201058236,2876335.04329674
269,4,"Bowdoin",40405.9523908,-823013.664226471,2876335.04329674
270,4,"Bowdoin",40405.9523908,-804500.127394706,2876335.04329674
271,4,"Bowdoin",40405.9523908,-785986.590562942,2876335.04329674
272,4,"Bowdoin",40405.9523908,-767473.053731177,2876335.04329674
273,4,"Bowdoin",40405.9523908,-748959.516899412,2876335.04329674
274,4,"Bowdoin",40405.9523908,-730445.980067647,2876335.04329674
275,4,"Bowdoin",40405.9523908,-1008149.03254412,2857849.8322163
276,4,"Bowdoin",40405.9523908,-989635.495712353,2857849.8322163
277,4,"Bowdoin",40405.9523908,-971121.958880589,2857849.8322163
278,4,"Bowdoin",40405.9523908,-952608.422048824,2857849.8322163
279,4,"Bowdoin",40405.9523908,-934094.885217059,2857849.8322163
280,4,"Bowdoin",40405.9523908,-915581.348385295,2857849.8322163
281,4,"Bowdoin",40405.9523908,-897067.81155353,2857849.8322163
282,4,"Bowdoin",40405.9523908,-878554.274721765,2857849.8322163
283,4,"Bowdoin",40405.9523908,-860040.73789,2857849.8322163
284,4,"Bowdoin",40405.9523908,-841527.201058236,2857849.8322163
285,4,"Bowdoin",40405.9523908,-823013.664226471,2857849.8322163
286,4,"Bowdoin",40405.9523908,-804500.127394706,2857849.8322163
287,4,"Bowdoin",40405.9523908,-785986.590562942,2857849.8322163
288,4,"Bowdoin",40405.9523908,-767473.053731177,2857849.8322163
289,4,"Bowdoin",40405.9523908,-748959.516899412,2857849.8322163
290,4,"Bowdoin",40405.9523908,-1008149.03254412,2839364.62113587
291,4,"Bowdoin",40405.9523908,-989635.495712353,2839364.62113587
292,4,"Bowdoin",40405.9523908,-971121.958880589,2839364.62113587
293,4,"Bowdoin",40405.9523908,-952608.422048824,2839364.62113587
294,4,"Bowdoin",40405.9523908,-934094.885217059,2839364.62113587
295,4,"Bowdoin",40405.9523908,-915581.348385295,2839364.62113587
296,4,"Bowdoin",40405.9523908,-897067.81155353,2839364.62113587
297,4,"Bowdoin",40405.9523908,-878554.274721765,2839364.62113587
298,4,"Bowdoin",40405.9523908,-860040.73789,2839364.62113587
299,4,"Bowdoin",40405.9523908,-841527.201058236,2839364.62113587
300,4,"Bowdoin",40405.9523908,-823013.664226471,2839364.62113587
301,4,"Bowdoin",40405.9523908,-804500.127394706,2839364.62113587
302,4,"Bowdoin",40405.9523908,-785986.590562942,2839364.62113587
303,4,"Bowdoin",40405.9523908,-767473.053731177,2839364.62113587
304,4,"Bowdoin",40405.9523908,-748959.516899412,2839364.62113587
305,4,"Bowdoin",40405.9523908,-1008149.03254412,2820879.41005543
306,4,"Bowdoin",40405.9523908,-971121.958880589,2820879.41005543
307,4,"Bowdoin",40405.9523908,-952608.422048824,2820879.41005543
308,4,"Bowdoin",40405.9523908,-934094.885217059,2820879.41005543
309,4,"Bowdoin",40405.9523908,-915581.348385295,2820879.41005543
310,4,"Bowdoin",40405.9523908,-897067.81155353,2820879.41005543
311,4,"Bowdoin",40405.9523908,-878554.274721765,2820879.41005543
312,4,"Bowdoin",40405.9523908,-860040.73789,2820879.41005543
313,4,"Bowdoin",40405.9523908,-841527.201058236,2820879.41005543
314,4,"Bowdoin",40405.9523908,-823013.664226471,2820879.41005543
315,4,"Bowdoin",40405.9523908,-804500.127394706,2820879.41005543
316,4,"Bowdoin",40405.9523908,-785986.590562942,2820879.41005543
317,4,"Bowdoin",40405.9523908,-748959.516899412,2820879.41005543
318,4,"Bowdoin",40405.9523908,-952608.422048824,2802394.198975
319,4,"Bowdoin",40405.9523908,-934094.885217059,2802394.198975
320,4,"Bowdoin",40405.9523908,-915581.348385295,2802394.198975
321,4,"Bowdoin",40405.9523908,-897067.81155353,2802394.198975
322,4,"Bowdoin",40405.9523908,-878554.274721765,2802394.198975
323,4,"Bowdoin",40405.9523908,-860040.73789,2802394.198975
324,4,"Bowdoin",40405.9523908,-841527.201058236,2802394.198975
325,4,"Bowdoin",40405.9523908,-823013.664226471,2802394.198975
326,4,"Bowdoin",40405.9523908,-804500.127394706,2802394.198975
327,4,"Bowdoin",40405.9523908,-897067.81155353,2783908.98789456
328,5,"Crosby Lostwood",17709.5946275,-582337.68541353,2894820.25437717
329,5,"Crosby Lostwood",17709.5946275,-563824.148581765,2894820.25437717
330,5,"Crosby Lostwood",17709.5946275,-545310.61175,2894820.25437717
331,5,"Crosby Lostwood",17709.5946275,-526797.074918235,2894820.25437717
332,5,"Crosby Lostwood",17709.5946275,-508283.538086471,2894820.25437717
333,5,"Crosby Lostwood",17709.5946275,-489770.001254706,2894820.25437717
334,5,"Crosby Lostwood",17709.5946275,-471256.464422941,2894820.25437717
335,5,"Crosby Lostwood",17709.5946275,-452742.927591177,2894820.25437717
336,5,"Crosby Lostwood",17709.5946275,-582337.68541353,2876335.04329674
337,5,"Crosby Lostwood",17709.5946275,-563824.148581765,2876335.04329674
338,5,"Crosby Lostwood",17709.5946275,-545310.61175,2876335.04329674
339,5,"Crosby Lostwood",17709.5946275,-526797.074918235,2876335.04329674
340,5,"Crosby Lostwood",17709.5946275,-508283.538086471,2876335.04329674
341,5,"Crosby Lostwood",17709.5946275,-489770.001254706,2876335.04329674
342,5,"Crosby Lostwood",17709.5946275,-471256.464422941,2876335.04329674
343,5,"Crosby Lostwood",17709.5946275,-452742.927591177,2876335.04329674
344,5,"Crosby Lostwood",17709.5946275,-582337.68541353,2857849.8322163
345,5,"Crosby Lostwood",17709.5946275,-563824.148581765,2857849.8322163
346,5,"Crosby Lostwood",17709.5946275,-545310.61175,2857849.8322163
347,5,"Crosby Lostwood",17709.5946275,-526797.074918235,2857849.8322163
348,5,"Crosby Lostwood",17709.5946275,-508283.538086471,2857849.8322163
349,5,"Crosby Lostwood",17709.5946275,-489770.001254706,2857849.8322163
350,5,"Crosby Lostwood",17709.5946275,-471256.464422941,2857849.8322163
351,5,"Crosby Lostwood",17709.5946275,-452742.927591177,2857849.8322163
352,5,"Crosby Lostwood",17709.5946275,-600851.222245294,2839364.62113587
353,5,"Crosby Lostwood",17709.5946275,-582337.68541353,2839364.62113587
354,5,"Crosby Lostwood",17709.5946275,-563824.148581765,2839364.62113587
355,5,"Crosby Lostwood",17709.5946275,-545310.61175,2839364.62113587
356,5,"Crosby Lostwood",17709.5946275,-526797.074918235,2839364.62113587
357,5,"Crosby Lostwood",17709.5946275,-508283.538086471,2839364.62113587
358,5,"Crosby Lostwood",17709.5946275,-489770.001254706,2839364.62113587
359,5,"Crosby Lostwood",17709.5946275,-471256.464422941,2839364.62113587
360,5,"Crosby Lostwood",17709.5946275,-452742.927591177,2839364.62113587
361,5,"Crosby Lostwood",17709.5946275,-600851.222245294,2820879.41005543
362,5,"Crosby Lostwood",17709.5946275,-582337.68541353,2820879.41005543
363,5,"Crosby Lostwood",17709.5946275,-563824.148581765,2820879.41005543
364,5,"Crosby Lostwood",17709.5946275,-545310.61175,2820879.41005543
365,5,"Crosby Lostwood",17709.5946275,-526797.074918235,2820879.41005543
366,5,"Crosby Lostwood",17709.5946275,-508283.538086471,2820879.41005543
367,5,"Crosby Lostwood",17709.5946275,-489770.001254706,2820879.41005543
368,5,"Crosby Lostwood",17709.5946275,-471256.464422941,2820879.41005543
369,5,"Crosby Lostwood",17709.5946275,-452742.927591177,2820879.41005543
370,5,"Crosby Lostwood",17709.5946275,-600851.222245294,2802394.198975
371,5,"Crosby Lostwood",17709.5946275,-563824.148581765,2802394.198975
372,5,"Crosby Lostwood",17709.5946275,-489770.001254706,2802394.198975
373,5,"Crosby Lostwood",17709.5946275,-471256.464422941,2802394.198975
374,5,"Crosby Lostwood",17709.5946275,-452742.927591177,2802394.198975
375,5,"Crosby Lostwood",17709.5946275,-489770.001254706,2783908.98789456
376,5,"Crosby Lostwood",17709.5946275,-471256.464422941,2783908.98789456
377,5,"Crosby Lostwood",17709.5946275,-452742.927591177,2783908.98789456
378,6,"Detroit Lakes",12809.7210466,-63958.6541241174,2783908.98789456
379,6,"Detroit Lakes",12809.7210466,-45445.1172923527,2783908.98789456
380,6,"Detroit Lakes",12809.7210466,-63958.6541241174,2765423.77681413
381,6,"Detroit Lakes",12809.7210466,-45445.1172923527,2765423.77681413
382,6,"Detroit Lakes",12809.7210466,28609.0300347062,2765423.77681413
383,6,"Detroit Lakes",12809.7210466,-63958.6541241174,2746938.5657337
384,6,"Detroit Lakes",12809.7210466,-45445.1172923527,2746938.5657337
385,6,"Detroit Lakes",12809.7210466,-26931.580460588,2746938.5657337
386,6,"Detroit Lakes",12809.7210466,-8418.04362882324,2746938.5657337
387,6,"Detroit Lakes",12809.7210466,10095.4932029415,2746938.5657337
388,6,"Detroit Lakes",12809.7210466,28609.0300347062,2746938.5657337
389,6,"Detroit Lakes",12809.7210466,-63958.6541241174,2728453.35465326
390,6,"Detroit Lakes",12809.7210466,-45445.1172923527,2728453.35465326
391,6,"Detroit Lakes",12809.7210466,-26931.580460588,2728453.35465326
392,6,"Detroit Lakes",12809.7210466,-8418.04362882324,2728453.35465326
