scenario,greedy_gap_pct,greedy_dpairs,myopic_gap_pct,myopic_dpairs
rcp45_wet,32.8651604916393,50295.624881632015,19.3218210028667,29569.399529859016
rcp45_dry,32.0937284746043,33845.0934187774,20.0493844961355,21143.4857684937
rcp85_wet,33.1117011675356,53141.82464644598,18.759506922108,30107.61731221099
rcp85_dry,34.1553309063998,31260.301585767396,19.4678006013229,17817.696443248497
stationary,2.91914823122424,0.24987115710974095,1.4659635829616,0.12548249959946034
