"scenario","model","eau_id","wmd_id","x_coord","y_coord","acquired_period","acquired_year","prevented_loss"
"rcp45_dry","greedy",59,"Audubon",-415715.853927647,2765423.77681413,8,2090,677.48245297147
"rcp45_dry","greedy",60,"Audubon",-397202.317095882,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",61,"Audubon",-378688.780264118,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",62,"Audubon",-360175.243432353,2765423.77681413,3,2040,1082.63584055251
"rcp45_dry","greedy",63,"Audubon",-341661.706600588,2765423.77681413,5,2060,2112.82446139953
"rcp45_dry","greedy",64,"Audubon",-323148.169768824,2765423.77681413,6,2070,694.4388823588
"rcp45_dry","greedy",65,"Audubon",-452742.927591177,2746938.5657337,4,2050,133.244795016493
"rcp45_dry","greedy",66,"Audubon",-434229.390759412,2746938.5657337,8,2090,0.0328285381531112
"rcp45_dry","greedy",67,"Audubon",-415715.853927647,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",68,"Audubon",-397202.317095882,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",69,"Audubon",-378688.780264118,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",70,"Audubon",-360175.243432353,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",71,"Audubon",-341661.706600588,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",72,"Audubon",-323148.169768824,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",73,"Audubon",-397202.317095882,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",74,"Audubon",-378688.780264118,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",75,"Audubon",-360175.243432353,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",76,"Audubon",-341661.706600588,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",77,"Audubon",-323148.169768824,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",78,"Audubon",-397202.317095882,2709968.14357283,NA,NA,0
"rcp45_dry","greedy",79,"Audubon",-378688.780264118,2709968.14357283,NA,NA,0
"rcp45_dry","greedy",328,"Crosby Lostwood",-582337.68541353,2894820.25437717,NA,NA,0
"rcp45_dry","greedy",329,"Crosby Lostwood",-563824.148581765,2894820.25437717,NA,NA,0
"rcp45_dry","greedy",330,"Crosby Lostwood",-545310.61175,2894820.25437717,NA,NA,0
"rcp45_dry","greedy",331,"Crosby Lostwood",-526797.074918235,2894820.25437717,NA,NA,0
"rcp45_dry","greedy",332,"Crosby Lostwood",-508283.538086471,2894820.25437717,9,2100,153.346186942305
"rcp45_dry","greedy",333,"Crosby Lostwood",-489770.001254706,2894820.25437717,NA,NA,0
"rcp45_dry","greedy",334,"Crosby Lostwood",-471256.464422941,2894820.25437717,NA,NA,0
"rcp45_dry","greedy",335,"Crosby Lostwood",-452742.927591177,2894820.25437717,NA,NA,0
"rcp45_dry","greedy",336,"Crosby Lostwood",-582337.68541353,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",337,"Crosby Lostwood",-563824.148581765,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",338,"Crosby Lostwood",-545310.61175,2876335.04329674,6,2070,995.746893934246
"rcp45_dry","greedy",339,"Crosby Lostwood",-526797.074918235,2876335.04329674,7,2080,666.226315565223
"rcp45_dry","greedy",340,"Crosby Lostwood",-508283.538086471,2876335.04329674,3,2040,1993.72238890565
"rcp45_dry","greedy",341,"Crosby Lostwood",-489770.001254706,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",342,"Crosby Lostwood",-471256.464422941,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",343,"Crosby Lostwood",-452742.927591177,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",344,"Crosby Lostwood",-582337.68541353,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",345,"Crosby Lostwood",-563824.148581765,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",346,"Crosby Lostwood",-545310.61175,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",347,"Crosby Lostwood",-526797.074918235,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",348,"Crosby Lostwood",-508283.538086471,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",349,"Crosby Lostwood",-489770.001254706,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",350,"Crosby Lostwood",-471256.464422941,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",351,"Crosby Lostwood",-452742.927591177,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",352,"Crosby Lostwood",-600851.222245294,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",353,"Crosby Lostwood",-582337.68541353,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",354,"Crosby Lostwood",-563824.148581765,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",355,"Crosby Lostwood",-545310.61175,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",356,"Crosby Lostwood",-526797.074918235,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",357,"Crosby Lostwood",-508283.538086471,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",358,"Crosby Lostwood",-489770.001254706,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",359,"Crosby Lostwood",-471256.464422941,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",360,"Crosby Lostwood",-452742.927591177,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",361,"Crosby Lostwood",-600851.222245294,2820879.41005543,6,2070,1179.10125607765
"rcp45_dry","greedy",362,"Crosby Lostwood",-582337.68541353,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",363,"Crosby Lostwood",-563824.148581765,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",364,"Crosby Lostwood",-545310.61175,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",365,"Crosby Lostwood",-526797.074918235,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",366,"Crosby Lostwood",-508283.538086471,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",367,"Crosby Lostwood",-489770.001254706,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",368,"Crosby Lostwood",-471256.464422941,2820879.41005543,5,2060,1783.49512412184
"rcp45_dry","greedy",369,"Crosby Lostwood",-452742.927591177,2820879.41005543,2,2030,356.556427291013
"rcp45_dry","greedy",370,"Crosby Lostwood",-600851.222245294,2802394.198975,6,2070,149.811252427008
"rcp45_dry","greedy",371,"Crosby Lostwood",-563824.148581765,2802394.198975,NA,NA,0
"rcp45_dry","greedy",372,"Crosby Lostwood",-489770.001254706,2802394.198975,NA,NA,0
"rcp45_dry","greedy",373,"Crosby Lostwood",-471256.464422941,2802394.198975,NA,NA,0
"rcp45_dry","greedy",374,"Crosby Lostwood",-452742.927591177,2802394.198975,NA,NA,0
"rcp45_dry","greedy",375,"Crosby Lostwood",-489770.001254706,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",376,"Crosby Lostwood",-471256.464422941,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",377,"Crosby Lostwood",-452742.927591177,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",378,"Detroit Lakes",-63958.6541241174,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",379,"Detroit Lakes",-45445.1172923527,2783908.98789456,NA,NA,0
"rcp45_dry","greedy",380,"Detroit Lakes",-63958.6541241174,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",381,"Detroit Lakes",-45445.1172923527,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",382,"Detroit Lakes",28609.0300347062,2765423.77681413,NA,NA,0
"rcp45_dry","greedy",383,"Detroit Lakes",-63958.6541241174,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",384,"Detroit Lakes",-45445.1172923527,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",385,"Detroit Lakes",-26931.580460588,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",386,"Detroit Lakes",-8418.04362882324,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",387,"Detroit Lakes",10095.4932029415,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",388,"Detroit Lakes",28609.0300347062,2746938.5657337,NA,NA,0
"rcp45_dry","greedy",389,"Detroit Lakes",-63958.6541241174,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",390,"Detroit Lakes",-45445.1172923527,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",391,"Detroit Lakes",-26931.580460588,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",392,"Detroit Lakes",-8418.04362882324,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",393,"Detroit Lakes",10095.4932029415,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",394,"Detroit Lakes",28609.0300347062,2728453.35465326,NA,NA,0
"rcp45_dry","greedy",395,"Detroit Lakes",-63958.6541241174,2709968.14357283,NA,NA,0
"rcp45_dry","greedy",396,"Detroit Lakes",-45445.1172923527,2709968.14357283,NA,NA,0
"rcp45_dry","greedy",397,"Detroit Lakes",-26931.580460588,2709968.14357283,NA,NA,0
"rcp45_dry","greedy",398,"Detroit Lakes",-8418.04362882324,2709968.14357283,NA,NA,0
"rcp45_dry","greedy",399,"Detroit Lakes",10095.4932029415,2709968.14357283,NA,NA,0
"rcp45_dry","greedy",400,"Detroit Lakes",28609.0300347062,2709968.14357283,NA,NA,0
"rcp45_dry","greedy",401,"Detroit Lakes",-45445.1172923527,2691482.93249239,NA,NA,0
"rcp45_dry","greedy",402,"Detroit Lakes",-26931.580460588,2691482.93249239,NA,NA,0
"rcp45_dry","greedy",403,"Detroit Lakes",-8418.04362882324,2691482.93249239,NA,NA,0
"rcp45_dry","greedy",404,"Detroit Lakes",10095.4932029415,2691482.93249239,NA,NA,0
"rcp45_dry","greedy",405,"Detroit Lakes",-45445.1172923527,2672997.72141196,NA,NA,0
"rcp45_dry","greedy",406,"Detroit Lakes",-26931.580460588,2672997.72141196,NA,NA,0
"rcp45_dry","greedy",407,"Detroit Lakes",-8418.04362882324,2672997.72141196,NA,NA,0
"rcp45_dry","greedy",408,"Detroit Lakes",10095.4932029415,2672997.72141196,NA,NA,0
"rcp45_dry","greedy",409,"Detroit Lakes",-45445.1172923527,2654512.51033152,NA,NA,0
"rcp45_dry","greedy",410,"Detroit Lakes",-26931.580460588,2654512.51033152,NA,NA,0
"rcp45_dry","greedy",411,"Detroit Lakes",-8418.04362882324,2654512.51033152,NA,NA,0
"rcp45_dry","greedy",412,"Detroit Lakes",10095.4932029415,2654512.51033152,NA,NA,0
"rcp45_dry","greedy",413,"Detroit Lakes",-45445.1172923527,2636027.29925109,NA,NA,0
"rcp45_dry","greedy",414,"Detroit Lakes",-26931.580460588,2636027.29925109,NA,NA,0
"rcp45_dry","greedy",415,"Devils Lake",-249094.022441765,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",416,"Devils Lake",-230580.48561,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",417,"Devils Lake",-212066.948778235,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",418,"Devils Lake",-193553.41194647,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",419,"Devils Lake",-175039.875114706,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",420,"Devils Lake",-156526.338282941,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",421,"Devils Lake",-138012.801451176,2876335.04329674,5,2060,0.0808292857172252
"rcp45_dry","greedy",422,"Devils Lake",-119499.264619412,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",423,"Devils Lake",-100985.727787647,2876335.04329674,NA,NA,0
"rcp45_dry","greedy",424,"Devils Lake",-249094.022441765,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",425,"Devils Lake",-230580.48561,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",426,"Devils Lake",-212066.948778235,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",427,"Devils Lake",-193553.41194647,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",428,"Devils Lake",-175039.875114706,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",429,"Devils Lake",-156526.338282941,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",430,"Devils Lake",-138012.801451176,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",431,"Devils Lake",-119499.264619412,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",432,"Devils Lake",-100985.727787647,2857849.8322163,NA,NA,0
"rcp45_dry","greedy",433,"Devils Lake",-249094.022441765,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",434,"Devils Lake",-230580.48561,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",435,"Devils Lake",-212066.948778235,2839364.62113587,8,2090,239.381847267621
"rcp45_dry","greedy",436,"Devils Lake",-193553.41194647,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",437,"Devils Lake",-175039.875114706,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",438,"Devils Lake",-156526.338282941,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",439,"Devils Lake",-138012.801451176,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",440,"Devils Lake",-119499.264619412,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",441,"Devils Lake",-100985.727787647,2839364.62113587,NA,NA,0
"rcp45_dry","greedy",442,"Devils Lake",-286121.096105294,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",443,"Devils Lake",-267607.559273529,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",444,"Devils Lake",-249094.022441765,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",445,"Devils Lake",-230580.48561,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",446,"Devils Lake",-212066.948778235,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",447,"Devils Lake",-193553.41194647,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",448,"Devils Lake",-175039.875114706,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",449,"Devils Lake",-156526.338282941,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",450,"Devils Lake",-138012.801451176,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",451,"Devils Lake",-119499.264619412,2820879.41005543,NA,NA,0
"rcp45_dry","greedy",452,"Devils Lake",-100985.727787647,2820879.41005543,NA,NA,0
