rcp,year,n,gross_mean,gross_median,gross_max,gain_mean,net_mean,net_median,ratio,pct_censored
45,2020,1169,0.017897243706992805,0.014118527844286504,0.11486529898973627,6.783617335111671e-4,0.0172188808459199,0.013520435531903394,1.0393964548069712,2.0530367835757057
45,2030,1169,0.017993585740613095,0.013925168380267233,0.11443380670015807,9.880950613747382e-4,0.017005493303633847,0.013179435113782794,1.0581043089628046,2.309666381522669
