"eau_id","cell_id","wmd_id_num","wmd_id","area_km2","x_coord","y_coord"
76,1329,2,"Audubon",13116.9944897,-341661.706600588,2728453.35465326
77,1330,2,"Audubon",13116.9944897,-323148.169768824,2728453.35465326
78,1411,2,"Audubon",13116.9944897,-397202.317095882,2709968.14357283
79,1412,2,"Audubon",13116.9944897,-378688.780264118,2709968.14357283
80,1,3,"Benton Lake",44269.9195261,-1322879.15868412,3005731.52085978
81,2,3,"Benton Lake",44269.9195261,-1304365.62185235,3005731.52085978
82,3,3,"Benton Lake",44269.9195261,-1285852.08502059,3005731.52085978
83,87,3,"Benton Lake",44269.9195261,-1304365.62185235,2987246.30977935
84,88,3,"Benton Lake",44269.9195261,-1285852.08502059,2987246.30977935
85,89,3,"Benton Lake",44269.9195261,-1267338.54818882,2987246.30977935
86,90,3,"Benton Lake",44269.9195261,-1248825.01135706,2987246.30977935
87,91,3,"Benton Lake",44269.9195261,-1230311.4745253,2987246.30977935
88,92,3,"Benton Lake",44269.9195261,-1211797.93769353,2987246.30977935
89,93,3,"Benton Lake",44269.9195261,-1193284.40086177,2987246.30977935
90,172,3,"Benton Lake",44269.9195261,-1304365.62185235,2968761.09869891
91,173,3,"Benton Lake",44269.9195261,-1285852.08502059,2968761.09869891
92,174,3,"Benton Lake",44269.9195261,-1267338.54818882,2968761.09869891
93,175,3,"Benton Lake",44269.9195261,-1248825.01135706,2968761.09869891
94,176,3,"Benton Lake",44269.9195261,-1230311.4745253,2968761.09869891
95,177,3,"Benton Lake",44269.9195261,-1211797.93769353,2968761.09869891
96,178,3,"Benton Lake",44269.9195261,-1193284.40086177,2968761.09869891
97,179,3,"Benton Lake",44269.9195261,-1174770.86403,2968761.09869891
98,180,3,"Benton Lake",44269.9195261,-1156257.32719824,2968761.09869891
99,181,3,"Benton Lake",44269.9195261,-1137743.79036647,2968761.09869891
100,182,3,"Benton Lake",44269.9195261,-1119230.25353471,2968761.09869891
101,183,3,"Benton Lake",44269.9195261,-1100716.71670294,2968761.09869891
102,184,3,"Benton Lake",44269.9195261,-1082203.17987118,2968761.09869891
103,185,3,"Benton Lake",44269.9195261,-1063689.64303941,2968761.09869891
104,258,3,"Benton Lake",44269.9195261,-1285852.08502059,2950275.88761848
105,259,3,"Benton Lake",44269.9195261,-1267338.54818882,2950275.88761848
106,260,3,"Benton Lake",44269.9195261,-1248825.01135706,2950275.88761848
107,261,3,"Benton Lake",44269.9195261,-1230311.4745253,2950275.88761848
108,262,3,"Benton Lake",44269.9195261,-1211797.93769353,2950275.88761848
109,263,3,"Benton Lake",44269.9195261,-1193284.40086177,2950275.88761848
110,264,3,"Benton Lake",44269.9195261,-1174770.86403,2950275.88761848
111,265,3,"Benton Lake",44269.9195261,-1156257.32719824,2950275.88761848
112,266,3,"Benton Lake",44269.9195261,-1137743.79036647,2950275.88761848
113,267,3,"Benton Lake",44269.9195261,-1119230.25353471,2950275.88761848
114,268,3,"Benton Lake",44269.9195261,-1100716.71670294,2950275.88761848
115,269,3,"Benton Lake",44269.9195261,-1082203.17987118,2950275.88761848
116,270,3,"Benton Lake",44269.9195261,-1063689.64303941,2950275.88761848
117,271,3,"Benton Lake",44269.9195261,-1045176.10620765,2950275.88761848
118,343,3,"Benton Lake",44269.9195261,-1285852.08502059,2931790.67653804
119,344,3,"Benton Lake",44269.9195261,-1267338.54818882,2931790.67653804
120,345,3,"Benton Lake",44269.9195261,-1248825.01135706,2931790.67653804
121,346,3,"Benton Lake",44269.9195261,-1230311.4745253,2931790.67653804
122,347,3,"Benton Lake",44269.9195261,-1211797.93769353,2931790.67653804
123,348,3,"Benton Lake",44269.9195261,-1193284.40086177,2931790.67653804
124,349,3,"Benton Lake",44269.9195261,-1174770.86403,2931790.67653804
125,350,3,"Benton Lake",44269.9195261,-1156257.32719824,2931790.67653804
126,351,3,"Benton Lake",44269.9195261,-1137743.79036647,2931790.67653804
127,352,3,"Benton Lake",44269.9195261,-1119230.25353471,2931790.67653804
128,353,3,"Benton Lake",44269.9195261,-1100716.71670294,2931790.67653804
129,354,3,"Benton Lake",44269.9195261,-1082203.17987118,2931790.67653804
130,355,3,"Benton Lake",44269.9195261,-1063689.64303941,2931790.67653804
131,356,3,"Benton Lake",44269.9195261,-1045176.10620765,2931790.67653804
132,429,3,"Benton Lake",44269.9195261,-1267338.54818882,2913305.46545761
133,430,3,"Benton Lake",44269.9195261,-1248825.01135706,2913305.46545761
134,431,3,"Benton Lake",44269.9195261,-1230311.4745253,2913305.46545761
135,432,3,"Benton Lake",44269.9195261,-1211797.93769353,2913305.46545761
136,433,3,"Benton Lake",44269.9195261,-1193284.40086177,2913305.46545761
137,434,3,"Benton Lake",44269.9195261,-1174770.86403,2913305.46545761
138,435,3,"Benton Lake",44269.9195261,-1156257.32719824,2913305.46545761
139,436,3,"Benton Lake",44269.9195261,-1137743.79036647,2913305.46545761
140,437,3,"Benton Lake",44269.9195261,-1119230.25353471,2913305.46545761
141,438,3,"Benton Lake",44269.9195261,-1100716.71670294,2913305.46545761
142,439,3,"Benton Lake",44269.9195261,-1082203.17987118,2913305.46545761
143,440,3,"Benton Lake",44269.9195261,-1063689.64303941,2913305.46545761
144,441,3,"Benton Lake",44269.9195261,-1045176.10620765,2913305.46545761
145,442,3,"Benton Lake",44269.9195261,-1026662.56937588,2913305.46545761
146,515,3,"Benton Lake",44269.9195261,-1248825.01135706,2894820.25437717
147,516,3,"Benton Lake",44269.9195261,-1230311.4745253,2894820.25437717
148,517,3,"Benton Lake",44269.9195261,-1211797.93769353,2894820.25437717
149,518,3,"Benton Lake",44269.9195261,-1193284.40086177,2894820.25437717
150,519,3,"Benton Lake",44269.9195261,-1174770.86403,2894820.25437717
151,520,3,"Benton Lake",44269.9195261,-1156257.32719824,2894820.25437717
152,521,3,"Benton Lake",44269.9195261,-1137743.79036647,2894820.25437717
153,522,3,"Benton Lake",44269.9195261,-1119230.25353471,2894820.25437717
154,523,3,"Benton Lake",44269.9195261,-1100716.71670294,2894820.25437717
155,524,3,"Benton Lake",44269.9195261,-1082203.17987118,2894820.25437717
156,525,3,"Benton Lake",44269.9195261,-1063689.64303941,2894820.25437717
157,526,3,"Benton Lake",44269.9195261,-1045176.10620765,2894820.25437717
158,599,3,"Benton Lake",44269.9195261,-1267338.54818882,2876335.04329674
159,600,3,"Benton Lake",44269.9195261,-1248825.01135706,2876335.04329674
160,601,3,"Benton Lake",44269.9195261,-1230311.4745253,2876335.04329674
161,602,3,"Benton Lake",44269.9195261,-1211797.93769353,2876335.04329674
162,603,3,"Benton Lake",44269.9195261,-1193284.40086177,2876335.04329674
163,604,3,"Benton Lake",44269.9195261,-1174770.86403,2876335.04329674
164,605,3,"Benton Lake",44269.9195261,-1156257.32719824,2876335.04329674
165,606,3,"Benton Lake",44269.9195261,-1137743.79036647,2876335.04329674
166,607,3,"Benton Lake",44269.9195261,-1119230.25353471,2876335.04329674
167,608,3,"Benton Lake",44269.9195261,-1100716.71670294,2876335.04329674
168,609,3,"Benton Lake",44269.9195261,-1082203.17987118,2876335.04329674
169,610,3,"Benton Lake",44269.9195261,-1063689.64303941,2876335.04329674
170,611,3,"Benton Lake",44269.9195261,-1045176.10620765,2876335.04329674
171,612,3,"Benton Lake",44269.9195261,-1026662.56937588,2876335.04329674
172,683,3,"Benton Lake",44269.9195261,-1285852.08502059,2857849.8322163
173,684,3,"Benton Lake",44269.9195261,-1267338.54818882,2857849.8322163
174,685,3,"Benton Lake",44269.9195261,-1248825.01135706,2857849.8322163
175,686,3,"Benton Lake",44269.9195261,-1230311.4745253,2857849.8322163
176,687,3,"Benton Lake",44269.9195261,-1211797.93769353,2857849.8322163
177,688,3,"Benton Lake",44269.9195261,-1193284.40086177,2857849.8322163
178,689,3,"Benton Lake",44269.9195261,-1174770.86403,2857849.8322163
179,690,3,"Benton Lake",44269.9195261,-1156257.32719824,2857849.8322163
180,691,3,"Benton Lake",44269.9195261,-1137743.79036647,2857849.8322163
181,692,3,"Benton Lake",44269.9195261,-1119230.25353471,2857849.8322163
182,693,3,"Benton Lake",44269.9195261,-1100716.71670294,2857849.8322163
183,694,3,"Benton Lake",44269.9195261,-1082203.17987118,2857849.8322163
184,696,3,"Benton Lake",44269.9195261,-1045176.10620765,2857849.8322163
185,697,3,"Benton Lake",44269.9195261,-1026662.56937588,2857849.8322163
186,768,3,"Benton Lake",44269.9195261,-1285852.08502059,2839364.62113587
187,769,3,"Benton Lake",44269.9195261,-1267338.54818882,2839364.62113587
188,770,3,"Benton Lake",44269.9195261,-1248825.01135706,2839364.62113587
189,771,3,"Benton Lake",44269.9195261,-1230311.4745253,2839364.62113587
190,772,3,"Benton Lake",44269.9195261,-1211797.93769353,2839364.62113587
191,773,3,"Benton Lake",44269.9195261,-1193284.40086177,2839364.62113587
192,774,3,"Benton Lake",44269.9195261,-1174770.86403,2839364.62113587
193,775,3,"Benton Lake",44269.9195261,-1156257.32719824,2839364.62113587
194,776,3,"Benton Lake",44269.9195261,-1137743.79036647,2839364.62113587
195,777,3,"Benton Lake",44269.9195261,-1119230.25353471,2839364.62113587
196,781,3,"Benton Lake",44269.9195261,-1045176.10620765,2839364.62113587
197,782,3,"Benton Lake",44269.9195261,-1026662.56937588,2839364.62113587
198,854,3,"Benton Lake",44269.9195261,-1267338.54818882,2820879.41005543
199,855,3,"Benton Lake",44269.9195261,-1248825.01135706,2820879.41005543
200,856,3,"Benton Lake",44269.9195261,-1230311.4745253,2820879.41005543
201,857,3,"Benton Lake",44269.9195261,-1211797.93769353,2820879.41005543
202,858,3,"Benton Lake",44269.9195261,-1193284.40086177,2820879.41005543
203,859,3,"Benton Lake",44269.9195261,-1174770.86403,2820879.41005543
204,860,3,"Benton Lake",44269.9195261,-1156257.32719824,2820879.41005543
205,940,3,"Benton Lake",44269.9195261,-1248825.01135706,2802394.198975
206,941,3,"Benton Lake",44269.9195261,-1230311.4745253,2802394.198975
207,942,3,"Benton Lake",44269.9195261,-1211797.93769353,2802394.198975
208,943,3,"Benton Lake",44269.9195261,-1193284.40086177,2802394.198975
209,272,4,"Bowdoin",40405.9523908,-1026662.56937588,2950275.88761848
210,273,4,"Bowdoin",40405.9523908,-1008149.03254412,2950275.88761848
211,274,4,"Bowdoin",40405.9523908,-989635.495712353,2950275.88761848
212,275,4,"Bowdoin",40405.9523908,-971121.958880589,2950275.88761848
213,276,4,"Bowdoin",40405.9523908,-952608.422048824,2950275.88761848
214,277,4,"Bowdoin",40405.9523908,-934094.885217059,2950275.88761848
215,357,4,"Bowdoin",40405.9523908,-1026662.56937588,2931790.67653804
216,358,4,"Bowdoin",40405.9523908,-1008149.03254412,2931790.67653804
217,359,4,"Bowdoin",40405.9523908,-989635.495712353,2931790.67653804
218,360,4,"Bowdoin",40405.9523908,-971121.958880589,2931790.67653804
219,361,4,"Bowdoin",40405.9523908,-952608.422048824,2931790.67653804
220,362,4,"Bowdoin",40405.9523908,-934094.885217059,2931790.67653804
221,363,4,"Bowdoin",40405.9523908,-915581.348385295,2931790.67653804
222,364,4,"Bowdoin",40405.9523908,-897067.81155353,2931790.67653804
223,365,4,"Bowdoin",40405.9523908,-878554.274721765,2931790.67653804
224,366,4,"Bowdoin",40405.9523908,-860040.73789,2931790.67653804
225,367,4,"Bowdoin",40405.9523908,-841527.201058236,2931790.67653804
226,368,4,"Bowdoin",40405.9523908,-823013.664226471,2931790.67653804
227,369,4,"Bowdoin",40405.9523908,-804500.127394706,2931790.67653804
228,370,4,"Bowdoin",40405.9523908,-785986.590562942,2931790.67653804
