eau_id,wmd_id,year,rcp,gcm,prop_suitable,abs_abundance,scaled_abundance,cost,cell_id,total_prop_suitable,habitat_share,trans_prob
1123,Waubay,2090,85,wet,0.351209691290297,190351.9979,4649.763015328348,NA,2617,14.377822310204197,0.024427182622853618,3.6120959776963225e-7
1123,Waubay,2090,stationary,stationary,0.372682683744846,229127.50232424244,5698.350911708108,NA,NA,14.985362223042788,0.024869781470599147,3.6120959776963225e-7
1123,Waubay,2100,45,dry,0.350983214957398,124753.2518,3082.9183117960815,NA,2617,14.202873045846058,0.02471212787894705,0
1123,Waubay,2100,45,wet,0.350983214957398,215284.5934,5320.1404024679205,NA,2617,14.202873045846058,0.02471212787894705,0
1123,Waubay,2100,85,dry,0.351209691290297,112988.4896,2766.558781112403,NA,2617,14.343686757241779,0.02448531519366733,0
1123,Waubay,2100,85,wet,0.351209691290297,190351.9979,4660.828666325801,NA,2617,14.343686757241779,0.02448531519366733,0
1123,Waubay,2100,stationary,stationary,0.372682683744846,229127.50232424244,5698.350911708108,NA,NA,14.985362223042788,0.024869781470599147,0
1124,Waubay,2020,baseline,baseline,0.284569891929646,229127.50232424244,4351.098599022047,NA,NA,14.985362223042788,0.018989857415129194,0.041346462439543256
1124,Waubay,2030,45,dry,0.272792117425053,192590.22364545456,3566.422797794375,NA,2618,14.73103383482721,0.018518192306375404,0.012080241863529581
1124,Waubay,2030,45,wet,0.272792117425053,222578.01053636364,4121.742402282833,NA,2618,14.73103383482721,0.018518192306375404,0.012080241863529581
1124,Waubay,2030,85,dry,0.272815749738051,176178.4689181818,3258.3894915494766,NA,2618,14.750925636811907,0.018494822389804565,0.012031071143559429
1124,Waubay,2030,85,wet,0.272815749738051,262896.84631818184,4862.230479494519,NA,2618,14.750925636811907,0.018494822389804565,0.012031071143559429
1124,Waubay,2030,stationary,stationary,0.284569891929646,229127.50232424244,4351.098599022047,NA,NA,14.985362223042788,0.018989857415129194,3.6120959776963225e-7
1124,Waubay,2040,45,dry,0.269496722668094,165373.23994848484,3075.1876482426824,NA,2618,14.492626558444043,0.01859543689898456,0.017264912282437418
1124,Waubay,2040,45,wet,0.269496722668094,212020.90844545455,3942.621424262833,NA,2618,14.492626558444043,0.01859543689898456,0.017264912282437418
1124,Waubay,2040,85,dry,0.269533484043869,139843.8437060606,2592.8882870651014,NA,2618,14.536915687503518,0.01854131163982537,0.016785196385175827
1124,Waubay,2040,85,wet,0.269533484043869,274739.0974393939,5094.023225268152,NA,2618,14.536915687503518,0.01854131163982537,0.016785196385175827
1124,Waubay,2040,stationary,stationary,0.284569891929646,229127.50232424244,4351.098599022047,NA,NA,14.985362223042788,0.018989857415129194,3.6120959776963225e-7
1124,Waubay,2050,45,dry,0.264843885390825,148388.3110625,2756.5651394583397,NA,2618,14.256777859454887,0.018576700009054595,0.0058402224085350556
1124,Waubay,2050,45,wet,0.264843885390825,207810.1369,3860.4265720318667,NA,2618,14.256777859454887,0.018576700009054595,0.0058402224085350556
1124,Waubay,2050,85,dry,0.265009311581812,120590.52591249999,2222.5168487667356,NA,2618,14.379019116590012,0.01843027743638323,0.005489783532896219
1124,Waubay,2050,85,wet,0.265009311581812,269371.6948625,4964.595069824642,NA,2618,14.379019116590012,0.01843027743638323,0.005489783532896219
1124,Waubay,2050,stationary,stationary,0.284569891929646,229127.50232424244,4351.098599022047,NA,NA,14.985362223042788,0.018989857415129194,3.6120959776963225e-7
1124,Waubay,2060,45,dry,0.263297138196602,141635.4369875,2616.2996124674105,NA,2618,14.253797634004131,0.01847206933599754,0.01107979284913332
1124,Waubay,2060,45,wet,0.263297138196602,209945.69590000002,3878.131451459055,NA,2618,14.253797634004131,0.01847206933599754,0.01107979284913332
1124,Waubay,2060,85,dry,0.263554467827026,118418.5155375,2165.0484001798404,NA,2618,14.41525687867291,0.018283022636728014,0.01116860548337913
1124,Waubay,2060,85,wet,0.263554467827026,246794.6385875,4512.151963918372,NA,2618,14.41525687867291,0.018283022636728014,0.01116860548337913
1124,Waubay,2060,stationary,stationary,0.284569891929646,229127.50232424244,4351.098599022047,NA,NA,14.985362223042788,0.018989857415129194,3.6120959776963225e-7
1124,Waubay,2070,45,dry,0.260379860447614,134882.5629125,2464.9013870751387,NA,2618,14.24831966590259,0.018274425795676428,3.6120959776963225e-7
1124,Waubay,2070,45,wet,0.260379860447614,212081.2549,3875.6631553239877,NA,2618,14.24831966590259,0.018274425795676428,3.6120959776963225e-7
1124,Waubay,2070,85,dry,0.260610931952484,116246.50516249999,2102.3757497883107,NA,2618,14.409940777555486,0.018085496392768262,4.030241610478808e-5
1124,Waubay,2070,85,wet,0.260610931952484,224217.5823125,4055.0862761079393,NA,2618,14.409940777555486,0.018085496392768262,4.030241610478808e-5
1124,Waubay,2070,stationary,stationary,0.284569891929646,229127.50232424244,4351.098599022047,NA,NA,14.985362223042788,0.018989857415129194,3.6120959776963225e-7
1124,Waubay,2080,45,dry,0.26042712507361,128129.6888375,2340.700228831297,NA,2618,14.255753936157424,0.018268211294884835,2.2181973633370665e-4
1124,Waubay,2080,45,wet,0.26042712507361,214216.8139,3913.358019242223,NA,2618,14.255753936157424,0.018268211294884835,2.2181973633370665e-4
1124,Waubay,2080,85,dry,0.260600428702263,114074.4947875,2064.9266886206965,NA,2618,14.39657030413695,0.018101563302710906,2.2167222251207017e-4
1124,Waubay,2080,85,wet,0.260600428702263,201640.52603749998,3650.0087464597327,NA,2618,14.39657030413695,0.018101563302710906,2.2167222251207017e-4
1124,Waubay,2080,stationary,stationary,0.284569891929646,229127.50232424244,4351.098599022047,NA,NA,14.985362223042788,0.018989857415129194,3.6120959776963225e-7
1124,Waubay,2090,45,dry,0.260369357197392,124753.2518,2281.5132638725263,NA,2618,14.237008609065546,0.01828820676778965,0.0030557405557745257
1124,Waubay,2090,45,wet,0.260369357197392,215284.5934,3937.169158018723,NA,2618,14.237008609065546,0.01828820676778965,0.0030557405557745257
1124,Waubay,2090,85,dry,0.260542660826045,112988.4896,2047.4812588417517,NA,2618,14.377822310204197,0.018121149031111145,0.0030537079868092026
1124,Waubay,2090,85,wet,0.260542660826045,190351.9979,3449.3969223156555,NA,2618,14.377822310204197,0.018121149031111145,0.0030537079868092026
1124,Waubay,2090,stationary,stationary,0.284569891929646,229127.50232424244,4351.098599022047,NA,NA,14.985362223042788,0.018989857415129194,3.6120959776963225e-7
1124,Waubay,2100,45,dry,0.259573735993123,124753.2518,2280.0082449858846,NA,2618,14.202873045846058,0.01827614280260296,0
1124,Waubay,2100,45,wet,0.259573735993123,215284.5934,3934.5719721787145,NA,2618,14.202873045846058,0.01827614280260296,0
1124,Waubay,2100,85,dry,0.259747039621776,112988.4896,2046.0866290264262,NA,2618,14.343686757241779,0.018108805917044724,0
1124,Waubay,2100,85,wet,0.259747039621776,190351.9979,3447.0473858928044,NA,2618,14.343686757241779,0.018108805917044724,0
1124,Waubay,2100,stationary,stationary,0.284569891929646,229127.50232424244,4351.098599022047,NA,NA,14.985362223042788,0.018989857415129194,0
1125,Waubay,2020,baseline,baseline,0.549352891291844,229127.50232424244,8399.653875750153,NA,NA,14.985362223042788,0.036659300130036994,0.03737937841617731
1125,Waubay,2030,45,dry,0.528807918434004,192590.22364545456,6913.5158074183255,NA,2619,14.73103383482721,0.03589754285838328,0.02831842807399995
1125,Waubay,2030,45,wet,0.528807918434004,222578.01053636364,7990.003672562799,NA,2619,14.73103383482721,0.03589754285838328,0.02831842807399995
1125,Waubay,2030,85,dry,0.528828924934446,176178.4689181818,6316.096535805946,NA,2619,14.750925636811907,0.03585055866695705,0.027743651877908802
1125,Waubay,2030,85,wet,0.528828924934446,262896.84631818184,9424.99881228797,NA,2619,14.750925636811907,0.03585055866695705,0.027743651877908802
1125,Waubay,2030,stationary,stationary,0.549352891291844,229127.50232424244,8399.653875750153,NA,NA,14.985362223042788,0.036659300130036994,3.6120959776963225e-7
1125,Waubay,2040,45,dry,0.513832909430869,165373.23994848484,5863.272104753811,NA,2619,14.492626558444043,0.035454781599370426,0.029895577712907653
1125,Waubay,2040,45,wet,0.513832909430869,212020.90844545455,7517.155003433704,NA,2619,14.492626558444043,0.035454781599370426,0.029895577712907653
1125,Waubay,2040,85,dry,0.514157279338096,139843.8437060606,4946.147570622528,NA,2619,14.536915687503518,0.035369076246351557,0.0251682025636453
1125,Waubay,2040,85,wet,0.514157279338096,274739.0974393939,9717.268085187734,NA,2619,14.536915687503518,0.035369076246351557,0.0251682025636453
1125,Waubay,2040,stationary,stationary,0.549352891291844,229127.50232424244,8399.653875750153,NA,NA,14.985362223042788,0.036659300130036994,3.6120959776963225e-7
1125,Waubay,2050,45,dry,0.498471577755529,148388.3110625,5188.223893574138,NA,2619,14.256777859454887,0.03496383142597329,0.00088497825951142355
1125,Waubay,2050,45,wet,0.498471577755529,207810.1369,7265.838595180033,NA,2619,14.256777859454887,0.03496383142597329,0.00088497825951142355
1125,Waubay,2050,85,dry,0.501216864782142,120590.52591249999,4203.485984002692,NA,2619,14.379019116590012,0.03485751432125543,3.6120959776963225e-7
1125,Waubay,2050,85,wet,0.501216864782142,269371.6948625,9389.627711410441,NA,2619,14.379019116590012,0.03485751432125543,3.6120959776963225e-7
1125,Waubay,2050,stationary,stationary,0.549352891291844,229127.50232424244,8399.653875750153,NA,NA,14.985362223042788,0.036659300130036994,3.6120959776963225e-7
1125,Waubay,2060,45,dry,0.498030441246231,141635.4369875,4948.769513235459,NA,2619,14.253797634004131,0.034940193065328785,0.0027757505149440236
1125,Waubay,2060,45,wet,0.498030441246231,209945.69590000002,7335.543147980807,NA,2619,14.253797634004131,0.034940193065328785,0.0027757505149440236
1125,Waubay,2060,85,dry,0.502997247751309,118418.5155375,4132.0240006463,NA,2619,14.41525687867291,0.03489339468486917,6.898994816957647e-4
1125,Waubay,2060,85,wet,0.502997247751309,246794.6385875,8611.50273034328,NA,2619,14.41525687867291,0.03489339468486917,6.898994816957647e-4
1125,Waubay,2060,stationary,stationary,0.549352891291844,229127.50232424244,8399.653875750153,NA,NA,14.985362223042788,0.036659300130036994,3.6120959776963225e-7
1125,Waubay,2070,45,dry,0.496648032992484,134882.5629125,4701.548051016059,NA,2619,14.24831966590259,0.03485660377068911,3.6120959776963225e-7
1125,Waubay,2070,45,wet,0.496648032992484,212081.2549,7392.432269239818,NA,2619,14.24831966590259,0.03485660377068911,3.6120959776963225e-7
1125,Waubay,2070,85,dry,0.502650230210791,116246.50516249999,4054.932180716628,NA,2619,14.409940777555486,0.03488218570569733,3.6120959776963225e-7
1125,Waubay,2070,85,wet,0.502650230210791,224217.5823125,7821.199344707102,NA,2619,14.409940777555486,0.03488218570569733,3.6120959776963225e-7
1125,Waubay,2070,stationary,stationary,0.549352891291844,229127.50232424244,8399.653875750153,NA,NA,14.985362223042788,0.036659300130036994,3.6120959776963225e-7
1125,Waubay,2080,45,dry,0.497618968213144,128129.6888375,4472.563418415323,NA,2619,14.255753936157424,0.03490653461343869,2.321771472053613e-4
1125,Waubay,2080,45,wet,0.497618968213144,214216.8139,7477.566629180905,NA,2619,14.255753936157424,0.03490653461343869,2.321771472053613e-4
1125,Waubay,2080,85,dry,0.502807778964112,114074.4947875,3984.1116424843203,NA,2619,14.39657030413695,0.034925525200931146,2.2978115548048038e-4
1125,Waubay,2080,85,wet,0.502807778964112,201640.52603749998,7042.401273651718,NA,2619,14.39657030413695,0.034925525200931146,2.2978115548048038e-4
1125,Waubay,2080,stationary,stationary,0.549352891291844,229127.50232424244,8399.653875750153,NA,NA,14.985362223042788,0.036659300130036994,3.6120959776963225e-7
1125,Waubay,2090,45,dry,0.497503432460709,124753.2518,4359.424980723447,NA,2619,14.237008609065546,0.0349443795478159,0.007399726237840014
1125,Waubay,2090,45,wet,0.497503432460709,215284.5934,7522.986542566822,NA,2619,14.237008609065546,0.0349443795478159,0.007399726237840014
1125,Waubay,2090,85,dry,0.502692243211677,112988.4896,3950.420033624451,NA,2619,14.377822310204197,0.034963030726489604,0.007323345948355618
1125,Waubay,2090,85,wet,0.502692243211677,190351.9979,6655.2827514263845,NA,2619,14.377822310204197,0.034963030726489604,0.007323345948355618
1125,Waubay,2090,stationary,stationary,0.549352891291844,229127.50232424244,8399.653875750153,NA,NA,14.985362223042788,0.036659300130036994,3.6120959776963225e-7
1125,Waubay,2100,45,dry,0.493822043258114,124753.2518,4337.56645631554,NA,2619,14.202873045846058,0.034769165482510814,0
1125,Waubay,2100,45,wet,0.493822043258114,215284.5934,7485.265653759656,NA,2619,14.202873045846058,0.034769165482510814,0
1125,Waubay,2100,85,dry,0.499010854009083,112988.4896,3930.822224629679,NA,2619,14.343686757241779,0.03478958112056822,0
1125,Waubay,2100,85,wet,0.499010854009083,190351.9979,6622.266272404281,NA,2619,14.343686757241779,0.03478958112056822,0
1125,Waubay,2100,stationary,stationary,0.549352891291844,229127.50232424244,8399.653875750153,NA,NA,14.985362223042788,0.036659300130036994,0
1126,Waubay,2020,baseline,baseline,0.149149599522598,229127.50232424244,2280.510454310179,NA,NA,14.985362223042788,0.009953019306617272,0.0084090403940941
1126,Waubay,2030,45,dry,0.147853381514564,192590.22364545456,1933.0018606912395,NA,2620,14.73103383482721,0.010036863886973639,0.01777226583607205
1126,Waubay,2030,45,wet,0.147853381514564,222578.01053636364,2233.985195986866,NA,2620,14.73103383482721,0.010036863886973639,0.01777226583607205
1126,Waubay,2030,85,dry,0.147937407516335,176178.4689181818,1766.8983353092176,NA,2620,14.750925636811907,0.010029025375000701,0.01655707862916649
1126,Waubay,2030,85,wet,0.147937407516335,262896.84631818184,2636.5991427327053,NA,2620,14.750925636811907,0.010029025375000701,0.01655707862916649
1126,Waubay,2030,stationary,stationary,0.149149599522598,229127.50232424244,2280.510454310179,NA,NA,14.985362223042788,0.009953019306617272,3.6120959776963225e-7
1126,Waubay,2040,45,dry,0.145225691913525,165373.23994848484,1657.149109490237,NA,2620,14.492626558444043,0.010020660597847952,0.01862750360558654
1126,Waubay,2040,45,wet,0.145225691913525,212020.90844545455,2124.5895631792946,NA,2620,14.492626558444043,0.010020660597847952,0.01862750360558654
1126,Waubay,2040,85,dry,0.145487996227892,139843.8437060606,1399.5816611285095,NA,2620,14.536915687503518,0.010008175004616624,0.014608979471672248
1126,Waubay,2040,85,wet,0.145487996227892,274739.0974393939,2749.6369677838734,NA,2620,14.536915687503518,0.010008175004616624,0.014608979471672248
1126,Waubay,2040,stationary,stationary,0.149149599522598,229127.50232424244,2280.510454310179,NA,NA,14.985362223042788,0.009953019306617272,3.6120959776963225e-7
1126,Waubay,2050,45,dry,0.142520499813782,148388.3110625,1483.3910205821971,NA,2620,14.256777859454887,0.00999668376815344,0.0035374280281414844
1126,Waubay,2050,45,wet,0.142520499813782,207810.1369,2077.4122224059743,NA,2620,14.256777859454887,0.00999668376815344,0.0035374280281414844
1126,Waubay,2050,85,dry,0.143362565077624,120590.52591249999,1202.3189467026436,NA,2620,14.379019116590012,0.009970260413119365,0.0016155900251964336
1126,Waubay,2050,85,wet,0.143362565077624,269371.6948625,2685.705945702453,NA,2620,14.379019116590012,0.009970260413119365,0.0016155900251964336
1126,Waubay,2050,stationary,stationary,0.149149599522598,229127.50232424244,2280.510454310179,NA,NA,14.985362223042788,0.009953019306617272,3.6120959776963225e-7
1126,Waubay,2060,45,dry,0.142016343803156,141635.4369875,1411.171073871667,NA,2620,14.253797634004131,0.009963403960805441,3.6120959776963225e-7
1126,Waubay,2060,45,wet,0.142016343803156,209945.69590000002,2091.773778084115,NA,2620,14.253797634004131,0.009963403960805441,3.6120959776963225e-7
1126,Waubay,2060,85,dry,0.143130949947498,118418.5155375,1175.7927564462043,NA,2620,14.41525687867291,0.00992912933513224,3.6120959776963225e-7
1126,Waubay,2060,85,wet,0.143130949947498,246794.6385875,2450.4558857525053,NA,2620,14.41525687867291,0.00992912933513224,3.6120959776963225e-7
1126,Waubay,2060,stationary,stationary,0.149149599522598,229127.50232424244,2280.510454310179,NA,NA,14.985362223042788,0.009953019306617272,3.6120959776963225e-7
1126,Waubay,2070,45,dry,0.142130966675445,134882.5629125,1345.4912231014102,NA,2620,14.24831966590259,0.00997527919138256,3.6120959776963225e-7
1126,Waubay,2070,45,wet,0.142130966675445,212081.2549,2115.5697288862702,NA,2620,14.24831966590259,0.00997527919138256,3.6120959776963225e-7
1126,Waubay,2070,85,dry,0.143264230448843,116246.50516249999,1155.7275884445523,NA,2620,14.409940777555486,0.009942041585069337,3.6120959776963225e-7
