scenario,greedy_gap_pct,greedy_dpairs,myopic_gap_pct,myopic_dpairs
rcp45_wet,44.0664480858292,93038.459237978,13.9871795743396,29531.439297008998
rcp45_dry,44.4552001009891,64363.410940572285,11.9668742153306,17325.956042165984
rcp85_wet,45.6651277366785,99900.031302683,14.1838708076633,31029.56693452201
rcp85_dry,42.9083426841828,52400.2867427539,14.9422059175096,18247.637304701
stationary,1.18583747772369,0.10045921802520041,1.48773149995889,0.12603442370891038
