alignment,scenario,wmd_id,year,wmd_total
current,rcp85_wet,Tewaukon,2020,163271.77619999996
current,rcp85_wet,Tewaukon,2030,161871.15293333333
current,rcp85_wet,Tewaukon,2040,160470.5296666666
current,rcp85_wet,Tewaukon,2050,159069.90640000007
current,rcp85_wet,Tewaukon,2060,150665.50966
current,rcp85_wet,Tewaukon,2070,142261.11292
current,rcp85_wet,Tewaukon,2080,133856.71618
current,rcp85_wet,Tewaukon,2090,125452.31944
current,rcp85_wet,Tewaukon,2100,117047.92270000002
current,rcp85_wet,Valley City,2020,155286.89729999998
current,rcp85_wet,Valley City,2030,154164.50716666665
current,rcp85_wet,Valley City,2040,153042.11703333337
current,rcp85_wet,Valley City,2050,151919.7269
current,rcp85_wet,Valley City,2060,146947.12778
current,rcp85_wet,Valley City,2070,141974.52866000004
current,rcp85_wet,Valley City,2080,137001.92953999992
current,rcp85_wet,Valley City,2090,132029.33041999995
current,rcp85_wet,Valley City,2100,127056.73129999998
current,rcp85_wet,Waubay,2020,241580.79430000007
current,rcp85_wet,Waubay,2030,254607.27053333333
current,rcp85_wet,Waubay,2040,267633.7467666667
current,rcp85_wet,Waubay,2050,280660.2229999999
current,rcp85_wet,Waubay,2060,262598.57797999994
current,rcp85_wet,Waubay,2070,244536.93295999995
current,rcp85_wet,Waubay,2080,226475.28794
current,rcp85_wet,Waubay,2090,208413.64291999984
current,rcp85_wet,Waubay,2100,190351.99790000002
current,rcp85_dry,Arrowwood,2020,377952.1344999999
current,rcp85_dry,Arrowwood,2030,302184.39613333344
current,rcp85_dry,Arrowwood,2040,226416.6577666667
current,rcp85_dry,Arrowwood,2050,150648.91940000004
current,rcp85_dry,Arrowwood,2060,148641.86320000002
current,rcp85_dry,Arrowwood,2070,146634.80700000003
current,rcp85_dry,Arrowwood,2080,144627.75080000004
current,rcp85_dry,Arrowwood,2090,142620.69460000002
current,rcp85_dry,Arrowwood,2100,140613.63840000003
current,rcp85_dry,Audubon,2020,470658.92409999995
current,rcp85_dry,Audubon,2030,379153.2699333334
current,rcp85_dry,Audubon,2040,287647.6157666667
current,rcp85_dry,Audubon,2050,196141.9616
current,rcp85_dry,Audubon,2060,193469.12960000001
current,rcp85_dry,Audubon,2070,190796.29760000002
current,rcp85_dry,Audubon,2080,188123.4655999999
current,rcp85_dry,Audubon,2090,185450.63359999997
current,rcp85_dry,Audubon,2100,182777.8016
current,rcp85_dry,Crosby Lostwood,2020,485444.33930000017
current,rcp85_dry,Crosby Lostwood,2030,398940.2508333333
current,rcp85_dry,Crosby Lostwood,2040,312436.1623666665
current,rcp85_dry,Crosby Lostwood,2050,225932.07389999996
current,rcp85_dry,Crosby Lostwood,2060,225436.91592
current,rcp85_dry,Crosby Lostwood,2070,224941.75794000004
current,rcp85_dry,Crosby Lostwood,2080,224446.5999600001
current,rcp85_dry,Crosby Lostwood,2090,223951.44198000003
current,rcp85_dry,Crosby Lostwood,2100,223456.28400000004
current,rcp85_dry,Detroit Lakes,2020,69934.98651999999
current,rcp85_dry,Detroit Lakes,2030,61109.102920000034
current,rcp85_dry,Detroit Lakes,2040,52283.21932000001
current,rcp85_dry,Detroit Lakes,2050,43457.335720000025
current,rcp85_dry,Detroit Lakes,2060,42834.899089999984
current,rcp85_dry,Detroit Lakes,2070,42212.46246000001
current,rcp85_dry,Detroit Lakes,2080,41590.025830000006
current,rcp85_dry,Detroit Lakes,2090,40967.5892
current,rcp85_dry,Detroit Lakes,2100,40345.15257
current,rcp85_dry,Devils Lake,2020,480253.87460000004
current,rcp85_dry,Devils Lake,2030,403341.90393333323
current,rcp85_dry,Devils Lake,2040,326429.9332666667
current,rcp85_dry,Devils Lake,2050,249517.96260000006
current,rcp85_dry,Devils Lake,2060,245985.8863000001
current,rcp85_dry,Devils Lake,2070,242453.8099999999
current,rcp85_dry,Devils Lake,2080,238921.73369999987
current,rcp85_dry,Devils Lake,2090,235389.65739999994
current,rcp85_dry,Devils Lake,2100,231857.58110000007
current,rcp85_dry,Fergus Falls,2020,28446.327889999997
current,rcp85_dry,Fergus Falls,2030,25036.28971666667
current,rcp85_dry,Fergus Falls,2040,21626.251543333336
current,rcp85_dry,Fergus Falls,2050,18216.213369999998
current,rcp85_dry,Fergus Falls,2060,17960.543064000005
current,rcp85_dry,Fergus Falls,2070,17704.872758
current,rcp85_dry,Fergus Falls,2080,17449.202452
current,rcp85_dry,Fergus Falls,2090,17193.532146000005
current,rcp85_dry,Fergus Falls,2100,16937.86184
current,rcp85_dry,Huron,2020,444778.8755000001
current,rcp85_dry,Huron,2030,370613.04690000013
current,rcp85_dry,Huron,2040,296447.2183
current,rcp85_dry,Huron,2050,222281.38970000003
current,rcp85_dry,Huron,2060,225437.1124999999
current,rcp85_dry,Huron,2070,228592.83530000004
current,rcp85_dry,Huron,2080,231748.55810000005
current,rcp85_dry,Huron,2090,234904.2809000001
current,rcp85_dry,Huron,2100,238060.00369999994
current,rcp85_dry,Iowa,2020,24762.087509999994
current,rcp85_dry,Iowa,2030,22608.792653333338
current,rcp85_dry,Iowa,2040,20455.497796666667
current,rcp85_dry,Iowa,2050,18302.20294
current,rcp85_dry,Iowa,2060,18338.905071999998
current,rcp85_dry,Iowa,2070,18375.607204000007
current,rcp85_dry,Iowa,2080,18412.309336000006
current,rcp85_dry,Iowa,2090,18449.011467999993
current,rcp85_dry,Iowa,2100,18485.7136
current,rcp85_dry,J. Clark Salyer,2020,430328.18189999985
current,rcp85_dry,J. Clark Salyer,2030,368732.2273666667
current,rcp85_dry,J. Clark Salyer,2040,307136.2728333334
current,rcp85_dry,J. Clark Salyer,2050,245540.31830000004
current,rcp85_dry,J. Clark Salyer,2060,244266.65674000003
current,rcp85_dry,J. Clark Salyer,2070,242992.99518000003
current,rcp85_dry,J. Clark Salyer,2080,241719.33362000002
current,rcp85_dry,J. Clark Salyer,2090,240445.67205999995
current,rcp85_dry,J. Clark Salyer,2100,239172.0105000001
current,rcp85_dry,Kulm,2020,310941.1253999999
current,rcp85_dry,Kulm,2030,257746.93400000004
current,rcp85_dry,Kulm,2040,204552.74260000006
current,rcp85_dry,Kulm,2050,151358.55120000005
current,rcp85_dry,Kulm,2060,149839.58392
current,rcp85_dry,Kulm,2070,148320.61663999996
current,rcp85_dry,Kulm,2080,146801.64935999995
current,rcp85_dry,Kulm,2090,145282.68207999997
current,rcp85_dry,Kulm,2100,143763.7148
current,rcp85_dry,Lake Andes,2020,297006.4000000001
current,rcp85_dry,Lake Andes,2030,246863.0772666667
current,rcp85_dry,Lake Andes,2040,196719.75453333327
current,rcp85_dry,Lake Andes,2050,146576.43180000005
current,rcp85_dry,Lake Andes,2060,147598.18979999996
current,rcp85_dry,Lake Andes,2070,148619.9478
current,rcp85_dry,Lake Andes,2080,149641.70580000003
current,rcp85_dry,Lake Andes,2090,150663.46379999994
current,rcp85_dry,Lake Andes,2100,151685.22179999994
current,rcp85_dry,Litchfield,2020,35323.88878999998
current,rcp85_dry,Litchfield,2030,31695.257430000012
current,rcp85_dry,Litchfield,2040,28066.626070000013
current,rcp85_dry,Litchfield,2050,24437.994710000003
current,rcp85_dry,Litchfield,2060,24193.664695999996
current,rcp85_dry,Litchfield,2070,23949.334682000004
current,rcp85_dry,Litchfield,2080,23705.00466799999
current,rcp85_dry,Litchfield,2090,23460.674654
current,rcp85_dry,Litchfield,2100,23216.344639999992
current,rcp85_dry,Long Lake,2020,227646.6724
current,rcp85_dry,Long Lake,2030,181999.14574999997
current,rcp85_dry,Long Lake,2040,136351.6191
current,rcp85_dry,Long Lake,2050,90704.09245000001
current,rcp85_dry,Long Lake,2060,90939.64845200001
current,rcp85_dry,Long Lake,2070,91175.20445400002
current,rcp85_dry,Long Lake,2080,91410.76045600002
current,rcp85_dry,Long Lake,2090,91646.31645799999
current,rcp85_dry,Long Lake,2100,91881.87245999998
current,rcp85_dry,Madison,2020,164211.01240000007
current,rcp85_dry,Madison,2030,135011.68404333337
current,rcp85_dry,Madison,2040,105812.35568666668
current,rcp85_dry,Madison,2050,76613.02733000003
current,rcp85_dry,Madison,2060,75898.04968800004
current,rcp85_dry,Madison,2070,75183.072046
current,rcp85_dry,Madison,2080,74468.09440400002
current,rcp85_dry,Madison,2090,73753.11676199999
current,rcp85_dry,Madison,2100,73038.13912
current,rcp85_dry,Morris,2020,47375.36669
current,rcp85_dry,Morris,2030,43024.035726666676
current,rcp85_dry,Morris,2040,38672.70476333333
current,rcp85_dry,Morris,2050,34321.373799999994
current,rcp85_dry,Morris,2060,33962.906279999996
current,rcp85_dry,Morris,2070,33604.43875999999
current,rcp85_dry,Morris,2080,33245.971240000006
current,rcp85_dry,Morris,2090,32887.50371999999
current,rcp85_dry,Morris,2100,32529.036199999995
current,rcp85_dry,Roseau,2020,26697.59802
current,rcp85_dry,Roseau,2030,23453.966963333343
current,rcp85_dry,Roseau,2040,20210.335906666664
current,rcp85_dry,Roseau,2050,16966.704850000002
current,rcp85_dry,Roseau,2060,16857.052617999998
current,rcp85_dry,Roseau,2070,16747.400386
current,rcp85_dry,Roseau,2080,16637.748153999997
current,rcp85_dry,Roseau,2090,16528.095922
current,rcp85_dry,Roseau,2100,16418.443689999993
current,rcp85_dry,Sand Lake,2020,625525.6247999999
current,rcp85_dry,Sand Lake,2030,513113.6397333333
current,rcp85_dry,Sand Lake,2040,400701.6546666668
current,rcp85_dry,Sand Lake,2050,288289.6696
current,rcp85_dry,Sand Lake,2060,292945.4581
current,rcp85_dry,Sand Lake,2070,297601.2465999999
current,rcp85_dry,Sand Lake,2080,302257.03509999986
current,rcp85_dry,Sand Lake,2090,306912.82360000006
current,rcp85_dry,Sand Lake,2100,311568.6120999999
current,rcp85_dry,Tewaukon,2020,163271.77619999996
current,rcp85_dry,Tewaukon,2030,128723.93015333333
current,rcp85_dry,Tewaukon,2040,94176.08410666666
current,rcp85_dry,Tewaukon,2050,59628.238060000025
current,rcp85_dry,Tewaukon,2060,58696.51560199999
current,rcp85_dry,Tewaukon,2070,57764.793143999996
current,rcp85_dry,Tewaukon,2080,56833.07068599999
current,rcp85_dry,Tewaukon,2090,55901.34822799999
current,rcp85_dry,Tewaukon,2100,54969.625770000006
current,rcp85_dry,Valley City,2020,155286.89729999998
current,rcp85_dry,Valley City,2030,123141.81158333331
current,rcp85_dry,Valley City,2040,90996.72586666667
current,rcp85_dry,Valley City,2050,58851.64015
current,rcp85_dry,Valley City,2060,59558.33759400003
current,rcp85_dry,Valley City,2070,60265.035038
current,rcp85_dry,Valley City,2080,60971.732481999985
current,rcp85_dry,Valley City,2090,61678.429926
current,rcp85_dry,Valley City,2100,62385.12737
current,rcp85_dry,Waubay,2020,241580.79430000007
current,rcp85_dry,Waubay,2030,201612.7065666666
current,rcp85_dry,Waubay,2040,161644.61883333343
current,rcp85_dry,Waubay,2050,121676.53109999993
current,rcp85_dry,Waubay,2060,119938.9228
current,rcp85_dry,Waubay,2070,118201.31449999998
current,rcp85_dry,Waubay,2080,116463.70620000004
current,rcp85_dry,Waubay,2090,114726.0979
current,rcp85_dry,Waubay,2100,112988.48960000003
current,stationary,Arrowwood,2020,377952.1344999999
current,stationary,Arrowwood,2030,377952.1344999999
current,stationary,Arrowwood,2040,377952.1344999999
current,stationary,Arrowwood,2050,377952.1344999999
current,stationary,Arrowwood,2060,377952.1344999999
current,stationary,Arrowwood,2070,377952.1344999999
current,stationary,Arrowwood,2080,377952.1344999999
current,stationary,Arrowwood,2090,377952.1344999999
current,stationary,Arrowwood,2100,377952.1344999999
current,stationary,Audubon,2020,470658.92409999995
current,stationary,Audubon,2030,470658.92409999995
current,stationary,Audubon,2040,470658.92409999995
current,stationary,Audubon,2050,470658.92409999995
current,stationary,Audubon,2060,470658.92409999995
current,stationary,Audubon,2070,470658.92409999995
current,stationary,Audubon,2080,470658.92409999995
current,stationary,Audubon,2090,470658.92409999995
current,stationary,Audubon,2100,470658.92409999995
current,stationary,Crosby Lostwood,2020,485444.33930000017
current,stationary,Crosby Lostwood,2030,485444.33930000017
current,stationary,Crosby Lostwood,2040,485444.33930000017
current,stationary,Crosby Lostwood,2050,485444.33930000017
current,stationary,Crosby Lostwood,2060,485444.33930000017
current,stationary,Crosby Lostwood,2070,485444.33930000017
current,stationary,Crosby Lostwood,2080,485444.33930000017
current,stationary,Crosby Lostwood,2090,485444.33930000017
current,stationary,Crosby Lostwood,2100,485444.33930000017
current,stationary,Detroit Lakes,2020,69934.98651999999
current,stationary,Detroit Lakes,2030,69934.98651999999
current,stationary,Detroit Lakes,2040,69934.98651999999
current,stationary,Detroit Lakes,2050,69934.98651999999
current,stationary,Detroit Lakes,2060,69934.98651999999
current,stationary,Detroit Lakes,2070,69934.98651999999
current,stationary,Detroit Lakes,2080,69934.98651999999
current,stationary,Detroit Lakes,2090,69934.98651999999
current,stationary,Detroit Lakes,2100,69934.98651999999
current,stationary,Devils Lake,2020,480253.87460000004
current,stationary,Devils Lake,2030,480253.87460000004
current,stationary,Devils Lake,2040,480253.87460000004
current,stationary,Devils Lake,2050,480253.87460000004
current,stationary,Devils Lake,2060,480253.87460000004
current,stationary,Devils Lake,2070,480253.87460000004
current,stationary,Devils Lake,2080,480253.87460000004
current,stationary,Devils Lake,2090,480253.87460000004
current,stationary,Devils Lake,2100,480253.87460000004
current,stationary,Fergus Falls,2020,28446.327889999997
current,stationary,Fergus Falls,2030,28446.327889999997
current,stationary,Fergus Falls,2040,28446.327889999997
current,stationary,Fergus Falls,2050,28446.327889999997
current,stationary,Fergus Falls,2060,28446.327889999997
current,stationary,Fergus Falls,2070,28446.327889999997
current,stationary,Fergus Falls,2080,28446.327889999997
current,stationary,Fergus Falls,2090,28446.327889999997
current,stationary,Fergus Falls,2100,28446.327889999997
current,stationary,Huron,2020,444778.8755000001
current,stationary,Huron,2030,444778.8755000001
current,stationary,Huron,2040,444778.8755000001
current,stationary,Huron,2050,444778.8755000001
current,stationary,Huron,2060,444778.8755000001
current,stationary,Huron,2070,444778.8755000001
current,stationary,Huron,2080,444778.8755000001
current,stationary,Huron,2090,444778.8755000001
current,stationary,Huron,2100,444778.8755000001
current,stationary,Iowa,2020,24762.087509999994
current,stationary,Iowa,2030,24762.087509999994
current,stationary,Iowa,2040,24762.087509999994
current,stationary,Iowa,2050,24762.087509999994
current,stationary,Iowa,2060,24762.087509999994
current,stationary,Iowa,2070,24762.087509999994
current,stationary,Iowa,2080,24762.087509999994
current,stationary,Iowa,2090,24762.087509999994
current,stationary,Iowa,2100,24762.087509999994
current,stationary,J. Clark Salyer,2020,430328.18189999985
current,stationary,J. Clark Salyer,2030,430328.18189999985
current,stationary,J. Clark Salyer,2040,430328.18189999985
current,stationary,J. Clark Salyer,2050,430328.18189999985
current,stationary,J. Clark Salyer,2060,430328.18189999985
current,stationary,J. Clark Salyer,2070,430328.18189999985
current,stationary,J. Clark Salyer,2080,430328.18189999985
current,stationary,J. Clark Salyer,2090,430328.18189999985
current,stationary,J. Clark Salyer,2100,430328.18189999985
current,stationary,Kulm,2020,310941.1253999999
current,stationary,Kulm,2030,310941.1253999999
current,stationary,Kulm,2040,310941.1253999999
current,stationary,Kulm,2050,310941.1253999999
current,stationary,Kulm,2060,310941.1253999999
current,stationary,Kulm,2070,310941.1253999999
current,stationary,Kulm,2080,310941.1253999999
current,stationary,Kulm,2090,310941.1253999999
current,stationary,Kulm,2100,310941.1253999999
current,stationary,Lake Andes,2020,297006.4000000001
current,stationary,Lake Andes,2030,297006.4000000001
current,stationary,Lake Andes,2040,297006.4000000001
current,stationary,Lake Andes,2050,297006.4000000001
current,stationary,Lake Andes,2060,297006.4000000001
current,stationary,Lake Andes,2070,297006.4000000001
current,stationary,Lake Andes,2080,297006.4000000001
current,stationary,Lake Andes,2090,297006.4000000001
current,stationary,Lake Andes,2100,297006.4000000001
current,stationary,Litchfield,2020,35323.88878999998
current,stationary,Litchfield,2030,35323.88878999998
current,stationary,Litchfield,2040,35323.88878999998
current,stationary,Litchfield,2050,35323.88878999998
current,stationary,Litchfield,2060,35323.88878999998
current,stationary,Litchfield,2070,35323.88878999998
current,stationary,Litchfield,2080,35323.88878999998
current,stationary,Litchfield,2090,35323.88878999998
current,stationary,Litchfield,2100,35323.88878999998
current,stationary,Long Lake,2020,227646.6724
current,stationary,Long Lake,2030,227646.6724
current,stationary,Long Lake,2040,227646.6724
current,stationary,Long Lake,2050,227646.6724
current,stationary,Long Lake,2060,227646.6724
current,stationary,Long Lake,2070,227646.6724
current,stationary,Long Lake,2080,227646.6724
current,stationary,Long Lake,2090,227646.6724
current,stationary,Long Lake,2100,227646.6724
current,stationary,Madison,2020,164211.01240000007
current,stationary,Madison,2030,164211.01240000007
current,stationary,Madison,2040,164211.01240000007
current,stationary,Madison,2050,164211.01240000007
current,stationary,Madison,2060,164211.01240000007
current,stationary,Madison,2070,164211.01240000007
current,stationary,Madison,2080,164211.01240000007
current,stationary,Madison,2090,164211.01240000007
current,stationary,Madison,2100,164211.01240000007
current,stationary,Morris,2020,47375.36669
current,stationary,Morris,2030,47375.36669
current,stationary,Morris,2040,47375.36669
current,stationary,Morris,2050,47375.36669
current,stationary,Morris,2060,47375.36669
current,stationary,Morris,2070,47375.36669
current,stationary,Morris,2080,47375.36669
current,stationary,Morris,2090,47375.36669
current,stationary,Morris,2100,47375.36669
current,stationary,Roseau,2020,26697.59802
current,stationary,Roseau,2030,26697.59802
current,stationary,Roseau,2040,26697.59802
current,stationary,Roseau,2050,26697.59802
current,stationary,Roseau,2060,26697.59802
current,stationary,Roseau,2070,26697.59802
current,stationary,Roseau,2080,26697.59802
current,stationary,Roseau,2090,26697.59802
current,stationary,Roseau,2100,26697.59802
current,stationary,Sand Lake,2020,625525.6247999999
current,stationary,Sand Lake,2030,625525.6247999999
current,stationary,Sand Lake,2040,625525.6247999999
current,stationary,Sand Lake,2050,625525.6247999999
current,stationary,Sand Lake,2060,625525.6247999999
current,stationary,Sand Lake,2070,625525.6247999999
current,stationary,Sand Lake,2080,625525.6247999999
current,stationary,Sand Lake,2090,625525.6247999999
current,stationary,Sand Lake,2100,625525.6247999999
current,stationary,Tewaukon,2020,163271.77619999996
current,stationary,Tewaukon,2030,163271.77619999996
current,stationary,Tewaukon,2040,163271.77619999996
current,stationary,Tewaukon,2050,163271.77619999996
current,stationary,Tewaukon,2060,163271.77619999996
current,stationary,Tewaukon,2070,163271.77619999996
current,stationary,Tewaukon,2080,163271.77619999996
current,stationary,Tewaukon,2090,163271.77619999996
current,stationary,Tewaukon,2100,163271.77619999996
current,stationary,Valley City,2020,155286.89729999998
current,stationary,Valley City,2030,155286.89729999998
current,stationary,Valley City,2040,155286.89729999998
current,stationary,Valley City,2050,155286.89729999998
current,stationary,Valley City,2060,155286.89729999998
current,stationary,Valley City,2070,155286.89729999998
current,stationary,Valley City,2080,155286.89729999998
current,stationary,Valley City,2090,155286.89729999998
current,stationary,Valley City,2100,155286.89729999998
current,stationary,Waubay,2020,241580.79430000007
current,stationary,Waubay,2030,241580.79430000007
current,stationary,Waubay,2040,241580.79430000007
current,stationary,Waubay,2050,241580.79430000007
current,stationary,Waubay,2060,241580.79430000007
current,stationary,Waubay,2070,241580.79430000007
current,stationary,Waubay,2080,241580.79430000007
current,stationary,Waubay,2090,241580.79430000007
current,stationary,Waubay,2100,241580.79430000007
midpoint,rcp45_wet,Arrowwood,2020,348312.31375454535
midpoint,rcp45_wet,Arrowwood,2030,323920.4198636364
midpoint,rcp45_wet,Arrowwood,2040,293902.80062121194
midpoint,rcp45_wet,Arrowwood,2050,279787.2595
midpoint,rcp45_wet,Arrowwood,2060,281573.79649999994
midpoint,rcp45_wet,Arrowwood,2070,283360.33350000007
midpoint,rcp45_wet,Arrowwood,2080,285146.87049999996
midpoint,rcp45_wet,Arrowwood,2090,286040.13899999997
midpoint,rcp45_wet,Arrowwood,2100,286040.139
midpoint,rcp45_wet,Audubon,2020,428704.1560272728
midpoint,rcp45_wet,Audubon,2030,375778.54482727277
midpoint,rcp45_wet,Audubon,2040,323067.22300909087
midpoint,rcp45_wet,Audubon,2050,297700.33967500005
midpoint,rcp45_wet,Audubon,2060,299677.89482499985
midpoint,rcp45_wet,Audubon,2070,301655.44997500005
midpoint,rcp45_wet,Audubon,2080,303633.00512499997
midpoint,rcp45_wet,Audubon,2090,304621.7827
midpoint,rcp45_wet,Audubon,2100,304621.7827
midpoint,rcp45_wet,Crosby Lostwood,2020,449031.26693030307
midpoint,rcp45_wet,Crosby Lostwood,2030,403659.88768181816
midpoint,rcp45_wet,Crosby Lostwood,2040,358224.08122727263
midpoint,rcp45_wet,Crosby Lostwood,2050,336679.43328749994
midpoint,rcp45_wet,Crosby Lostwood,2060,339025.94386249996
midpoint,rcp45_wet,Crosby Lostwood,2070,341372.45443749987
midpoint,rcp45_wet,Crosby Lostwood,2080,343718.9650125
midpoint,rcp45_wet,Crosby Lostwood,2090,344892.22029999987
midpoint,rcp45_wet,Crosby Lostwood,2100,344892.22029999987
midpoint,rcp45_wet,Detroit Lakes,2020,67034.28367454546
midpoint,rcp45_wet,Detroit Lakes,2030,67113.3789345455
midpoint,rcp45_wet,Detroit Lakes,2040,65545.81916484848
midpoint,rcp45_wet,Detroit Lakes,2050,64787.42036
midpoint,rcp45_wet,Detroit Lakes,2060,64838.18252
midpoint,rcp45_wet,Detroit Lakes,2070,64888.944679999986
midpoint,rcp45_wet,Detroit Lakes,2080,64939.706840000006
midpoint,rcp45_wet,Detroit Lakes,2090,64965.08791999999
midpoint,rcp45_wet,Detroit Lakes,2100,64965.08791999999
midpoint,rcp45_wet,Devils Lake,2020,450671.85404242435
midpoint,rcp45_wet,Devils Lake,2030,439999.86827272753
midpoint,rcp45_wet,Devils Lake,2040,417636.5314242423
midpoint,rcp45_wet,Devils Lake,2050,403255.39566250006
midpoint,rcp45_wet,Devils Lake,2060,396856.46098750026
midpoint,rcp45_wet,Devils Lake,2070,390457.5263124999
midpoint,rcp45_wet,Devils Lake,2080,384058.59163750015
midpoint,rcp45_wet,Devils Lake,2090,380859.12430000014
midpoint,rcp45_wet,Devils Lake,2100,380859.1242999999
midpoint,rcp45_wet,Fergus Falls,2020,27034.83047545454
midpoint,rcp45_wet,Fergus Falls,2030,25984.788546363634
midpoint,rcp45_wet,Fergus Falls,2040,24617.266688787877
midpoint,rcp45_wet,Fergus Falls,2050,24138.377737499995
midpoint,rcp45_wet,Fergus Falls,2060,24548.121692499997
midpoint,rcp45_wet,Fergus Falls,2070,24957.865647500013
midpoint,rcp45_wet,Fergus Falls,2080,25367.609602500008
midpoint,rcp45_wet,Fergus Falls,2090,25572.481579999992
midpoint,rcp45_wet,Fergus Falls,2100,25572.481580000003
midpoint,rcp45_wet,Huron,2020,417911.1733666666
midpoint,rcp45_wet,Huron,2030,385944.7370818184
midpoint,rcp45_wet,Huron,2040,353259.10462727275
midpoint,rcp45_wet,Huron,2050,344408.82336249994
midpoint,rcp45_wet,Huron,2060,359393.89328749996
midpoint,rcp45_wet,Huron,2070,374378.9632124998
midpoint,rcp45_wet,Huron,2080,389364.03313749976
midpoint,rcp45_wet,Huron,2090,396856.56810000003
midpoint,rcp45_wet,Huron,2100,396856.5680999998
midpoint,rcp45_wet,Iowa,2020,23842.95550393939
midpoint,rcp45_wet,Iowa,2030,22747.318753636355
midpoint,rcp45_wet,Iowa,2040,21628.002777878784
midpoint,rcp45_wet,Iowa,2050,21169.6067175
midpoint,rcp45_wet,Iowa,2060,21372.1305725
midpoint,rcp45_wet,Iowa,2070,21574.6544275
midpoint,rcp45_wet,Iowa,2080,21777.178282500005
midpoint,rcp45_wet,Iowa,2090,21878.440209999993
midpoint,rcp45_wet,Iowa,2100,21878.440209999997
midpoint,rcp45_wet,J. Clark Salyer,2020,404468.25213030283
midpoint,rcp45_wet,J. Clark Salyer,2030,371265.36919090914
midpoint,rcp45_wet,J. Clark Salyer,2040,338452.6954636363
midpoint,rcp45_wet,J. Clark Salyer,2050,321240.9024749999
midpoint,rcp45_wet,J. Clark Salyer,2060,319629.990225
midpoint,rcp45_wet,J. Clark Salyer,2070,318019.0779750001
midpoint,rcp45_wet,J. Clark Salyer,2080,316408.16572499997
midpoint,rcp45_wet,J. Clark Salyer,2090,315602.7096000001
midpoint,rcp45_wet,J. Clark Salyer,2100,315602.70959999994
midpoint,rcp45_wet,Kulm,2020,297220.34135151515
midpoint,rcp45_wet,Kulm,2030,290796.4954363636
midpoint,rcp45_wet,Kulm,2040,279605.03434545454
midpoint,rcp45_wet,Kulm,2050,276546.3311250001
midpoint,rcp45_wet,Kulm,2060,281620.38577500003
midpoint,rcp45_wet,Kulm,2070,286694.44042500004
midpoint,rcp45_wet,Kulm,2080,291768.495075
midpoint,rcp45_wet,Kulm,2090,294305.5223999999
midpoint,rcp45_wet,Kulm,2100,294305.52239999996
midpoint,rcp45_wet,Lake Andes,2020,270395.06822424236
midpoint,rcp45_wet,Lake Andes,2030,240742.1212545455
midpoint,rcp45_wet,Lake Andes,2040,209484.1886181819
midpoint,rcp45_wet,Lake Andes,2050,196266.9858
midpoint,rcp45_wet,Lake Andes,2060,201090.5128
midpoint,rcp45_wet,Lake Andes,2070,205914.03979999997
midpoint,rcp45_wet,Lake Andes,2080,210737.56679999997
midpoint,rcp45_wet,Lake Andes,2090,213149.3303000001
midpoint,rcp45_wet,Lake Andes,2100,213149.33030000003
midpoint,rcp45_wet,Litchfield,2020,34002.773846969685
midpoint,rcp45_wet,Litchfield,2030,32758.22375545454
midpoint,rcp45_wet,Litchfield,2040,31332.854291818185
midpoint,rcp45_wet,Litchfield,2050,30914.62405875
midpoint,rcp45_wet,Litchfield,2060,31503.53305625
midpoint,rcp45_wet,Litchfield,2070,32092.44205375
midpoint,rcp45_wet,Litchfield,2080,32681.351051250003
midpoint,rcp45_wet,Litchfield,2090,32975.80555
midpoint,rcp45_wet,Litchfield,2100,32975.80554999999
midpoint,rcp45_wet,Long Lake,2020,203575.45126969702
midpoint,rcp45_wet,Long Lake,2030,169924.4155818182
midpoint,rcp45_wet,Long Lake,2040,137856.4951272727
midpoint,rcp45_wet,Long Lake,2050,122788.600375
midpoint,rcp45_wet,Long Lake,2060,124720.73132499997
midpoint,rcp45_wet,Long Lake,2070,126652.86227499998
midpoint,rcp45_wet,Long Lake,2080,128584.99322500003
midpoint,rcp45_wet,Long Lake,2090,129551.05869999997
midpoint,rcp45_wet,Long Lake,2100,129551.0587
midpoint,rcp45_wet,Madison,2020,152985.74924242427
midpoint,rcp45_wet,Madison,2030,146347.8882181819
midpoint,rcp45_wet,Madison,2040,136423.93033939393
midpoint,rcp45_wet,Madison,2050,132602.43306250003
midpoint,rcp45_wet,Madison,2060,134883.39638750002
midpoint,rcp45_wet,Madison,2070,137164.3597125
midpoint,rcp45_wet,Madison,2080,139445.32303750006
midpoint,rcp45_wet,Madison,2090,140585.80470000004
midpoint,rcp45_wet,Madison,2100,140585.80470000004
midpoint,rcp45_wet,Morris,2020,45953.73705909091
midpoint,rcp45_wet,Morris,2030,44340.937997272755
midpoint,rcp45_wet,Morris,2040,42655.14427909092
midpoint,rcp45_wet,Morris,2050,42446.92764499999
midpoint,rcp45_wet,Morris,2060,43716.28809500001
midpoint,rcp45_wet,Morris,2070,44985.648545000004
midpoint,rcp45_wet,Morris,2080,46255.008995000004
midpoint,rcp45_wet,Morris,2090,46889.68922000001
midpoint,rcp45_wet,Morris,2100,46889.68921999999
midpoint,rcp45_wet,Roseau,2020,25723.35592303031
midpoint,rcp45_wet,Roseau,2030,26215.814738181823
midpoint,rcp45_wet,Roseau,2040,25948.15735939394
midpoint,rcp45_wet,Roseau,2050,25782.831637499992
midpoint,rcp45_wet,Roseau,2060,25719.837572499997
midpoint,rcp45_wet,Roseau,2070,25656.843507499994
