scenario,greedy_pct,greedy_dpairs,myopic_pct,myopic_dpairs,rolling_pct,rolling_dpairs
rcp45_wet,0.3985329409331076,118093.736070264,0.6128511619428403,181600.756011233,0.712511412728894,211132.195308242
rcp45_dry,0.34325640987772443,80419.2259486057,0.5440281495675698,127456.680847012,0.61798118005973,144782.636889178
rcp85_wet,0.36456304810576007,118866.533588458,0.5757884086554672,187736.997956619,0.6709559310988867,218766.564891141
rcp85_dry,0.32973650113328346,69721.1550673731,0.4912567042804207,103873.804505426,0.5775563657387974,122121.441810127
stationary,2.3791188419983164e-5,8.37112478166819,2.3718502305133528e-5,8.34554957598448,2.407669893940531e-5,8.47158399969339
