"rcp85_2014","rcp85_2020","rcp85_2030","rcp85_2040","rcp85_2050","rcp85_2060","rcp85_2070","rcp85_2080","rcp85_2090","rcp85_2100"
0.122597136793018,0.120572635312847,0.117731506127963,0.11759581521275,0.111601085148896,0.111700866025999,0.111703491838555,0.11174550483944,0.111091677513159,0.107987967072741
0.163593189195684,0.16036869137772,0.160371317190276,0.158690797154854,0.157159097097424,0.157219490786197,0.157219490786197,0.15727988447497,0.15727988447497,0.15727988447497
0.573085641620194,0.559495297428471,0.552710197785459,0.541827353536545,0.540537956486907,0.541356225324466,0.544756980810208,0.546725191433724,0.538977690460856,0.542496238256698
0.682265491680215,0.671973414227933,0.667803623890044,0.64751811413533,0.629975060453067,0.643911683675526,0.644523498000922,0.652636110003946,0.653594613643289,0.658556455721505
0.517976195473277,0.508689434974801,0.506360872606385,0.504107679263972,0.491459140184873,0.494637070858301,0.497730278048498,0.499731147215671,0.50401909911855,0.504930256075255
0.399049575377741,0.389896033838128,0.387366842979155,0.384074320204679,0.37491536292667,0.378835208731947,0.381766887421669,0.383568194834636,0.384277164224579,0.384753790231696
0.126092821556884,0.123901693807331,0.119288418088757,0.116329886362825,0.116022584237207,0.117477284392869,0.116616017874715,0.117493039268201,0.117910543464501,0.118133737531705
0.139019799337652,0.138959405648879,0.135708649705362,0.130753741413425,0.12672837076608,0.126402257155203,0.124871408435437,0.123627624621867,0.119751925290177,0.119206238361439
0.782938365514056,0.775572797183027,0.76860389066114,0.741225527826262,0.705313766526365,0.702910491585086,0.696505806536029,0.681887374672245,0.668585090323508,0.659106809621777
0.500319247171426,0.4916726925966,0.478614526758868,0.463050638261876,0.449413070472477,0.450589065242382,0.450263464485519,0.444365643316286,0.445965829898842,0.443440085418848
0.399648752980214,0.389534328158629,0.368291135330994,0.355752141869438,0.340620363651085,0.345792927186867,0.353541700037692,0.356884359420646,0.359673013382744,0.360903001423318
0.276139433522461,0.266001171246272,0.261776608099612,0.25185081098464,0.244748111107394,0.249520976738268,0.251678122780805,0.253431550142958,0.253348529335056,0.251350470607883
0.521596165279069,0.513761971463553,0.503878782260124,0.49224561207352,0.487679118898168,0.489918937007878,0.487710628648833,0.488064867173877,0.488151518988204,0.48835108074241
0.583816804165716,0.57394108211674,0.56506398940522,0.564583465707592,0.556778525085076,0.556836292961293,0.556841544586404,0.556852294006553,0.556707874316009,0.556655358064902
0.402768833720782,0.400463657495437,0.397987516255746,0.394366520741925,0.386030919813302,0.387189600631669,0.384889388833186,0.386545168790938,0.38754822918708,0.387655887501849
0.798162580540021,0.792987350163363,0.785503784380628,0.77724921438633,0.768765296076652,0.769813405569447,0.763671712059136,0.760440321483214,0.760440321483214,0.760440321483214
0.482231173270644,0.48075579484111,0.47368083010898,0.465185341812729,0.459382419150379,0.45781591681951,0.458800309329516,0.460792070209388,0.460792070209388,0.460752683021058
0.372209996456562,0.364272165101753,0.35278538396511,0.346401746444817,0.338597564846243,0.340036510126572,0.341717030161993,0.343499546603861,0.34364134048185,0.343859282923943
0.31392586087359,0.299142536186995,0.298961355120676,0.292369314242963,0.291135264398593,0.291324322902578,0.291353206840687,0.291345329403021,0.292912939498562,0.293025849438442
0.239978055916522,0.235637115936842,0.226683833632896,0.213745408950519,0.21023531298884,0.211921084649371,0.21271145422853,0.214005979818316,0.214005979818316,0.21487249796158
0.101806229920961,0.0997321662288078,0.096479799923684,0.0871801052469573,0.0843998672192408,0.0840270018363818,0.0840383512957274,0.0829488749981059,0.0829488749981059,0.0829488749981059
0.830382777613672,0.804055150084144,0.777795547511127,0.744386513803044,0.694034588694879,0.692365064249534,0.660338356738555,0.635810436517468,0.62087329665478,0.61067681519084
0.820348891386558,0.797022157324578,0.771816654379248,0.748369379109649,0.701921709044713,0.685776079981748,0.675047050908928,0.668813823214071,0.656094264111015,0.647692853755223
0.43054135563721,0.41579967469661,0.407531031988149,0.394801420946404,0.373101541875744,0.374115392720356,0.375756238369199,0.377030044656789,0.373919195288486,0.374354013436323
0.383907663164057,0.371131074694564,0.360116734676277,0.351700225898292,0.314139536370281,0.309768132862127,0.3089043020739,0.306422519440048,0.307987647322158,0.306356853612004
0.39212477430112,0.3694609348244,0.359690081164354,0.341119185979958,0.329190119541024,0.324592321756615,0.324369045632768,0.325467640474771,0.324207106849081,0.32345397047139
0.403450314135536,0.389766097144959,0.372399957583613,0.363564098334876,0.358824506672477,0.364231054723934,0.366042865387122,0.366042865387122,0.366042865387122,0.366042865387122
0.289366615529283,0.274455815848791,0.27231840442874,0.270997620713401,0.265484768281775,0.265500523157107,0.266191111859163,0.26689220381144,0.265568794283546,0.265715839786645
0.514294847299004,0.500708893137646,0.495409141806215,0.489746946285503,0.462538276587014,0.462104853402097,0.46217082694255,0.462104771345455,0.461918338654025,0.461918338654025
0.493127515837225,0.489417242696522,0.470348591919604,0.462727253034356,0.457946181739248,0.459588996747507,0.453846672915536,0.45689483100908,0.461174905474293,0.461652803359366
0.238330850877897,0.233470471837952,0.226625717015948,0.219482932468912,0.214475507925868,0.214472882113313,0.214619927616412,0.214811611932952,0.214811611932952,0.214241810608443
0.324587849669606,0.322676258129315,0.316790294144902,0.308674912730198,0.304184773260558,0.304213657198666,0.304232037886554,0.304274317571527,0.304192917382311,0.302034499461817
