eau_id,wmd_id,year,rcp,gcm,prop_suitable,abs_abundance,scaled_abundance,trans_prob,cost,eau_row,total_prop_suitable,habitat_share
1,Arrowwood,2050,stationary,stationary,0.120572635312847,377952.1345,2633.665179586726,NA,NA,NA,17.303142871764564,0.006968250577737446
1,Arrowwood,2060,45,dry,0.111569575398232,207673.3342,1431.37937382557,NA,NA,1,16.18720106068307,0.006892456267144431
1,Arrowwood,2060,45,wet,0.111569575398232,280323.2206,1932.1155386505807,NA,NA,1,16.18720106068307,0.006892456267144431
1,Arrowwood,2060,85,dry,0.111700866025999,148641.86320000002,1023.1374391274402,NA,NA,1,16.227951604740348,0.006883238793574542
1,Arrowwood,2060,85,wet,0.111700866025999,353095.92788,2430.4435886368146,NA,NA,1,16.227951604740348,0.006883238793574542
1,Arrowwood,2060,stationary,stationary,0.120572635312847,377952.1345,2633.665179586726,NA,NA,NA,17.303142871764564,0.006968250577737446
1,Arrowwood,2070,45,dry,0.111572201210787,194092.518,1340.8862936059584,NA,NA,1,16.150011805675206,0.0069084903808912315
1,Arrowwood,2070,45,wet,0.111572201210787,281752.4502,1946.484091999236,NA,NA,1,16.150011805675206,0.0069084903808912315
1,Arrowwood,2070,85,dry,0.111703491838555,146634.807,1011.597981923955,NA,NA,1,16.191827444950256,0.006898757550272187
1,Arrowwood,2070,85,wet,0.111703491838555,334237.42086,2305.8229307414276,NA,NA,1,16.191827444950256,0.006898757550272187
1,Arrowwood,2070,stationary,stationary,0.120572635312847,377952.1345,2633.665179586726,NA,NA,NA,17.303142871764564,0.006968250577737446
1,Arrowwood,2080,45,dry,0.111170451889819,180511.7018,1245.8113525100432,NA,NA,1,16.10803065815254,0.006901554525757859
1,Arrowwood,2080,45,wet,0.111170451889819,283181.6798,1954.3938038354027,NA,NA,1,16.10803065815254,0.006901554525757859
1,Arrowwood,2080,85,dry,0.11174550483944,144627.7508,999.0934937285093,NA,NA,1,16.176164821798352,0.0069080345106805685
1,Arrowwood,2080,85,wet,0.11174550483944,315378.91384,2178.6484207476738,NA,NA,1,16.176164821798352,0.0069080345106805685
1,Arrowwood,2080,stationary,stationary,0.120572635312847,377952.1345,2633.665179586726,NA,NA,NA,17.303142871764564,0.006968250577737446
1,Arrowwood,2090,45,dry,0.110545508501647,166930.8856,1148.0324407539572,NA,NA,1,16.07398796253803,0.006877291980016652
1,Arrowwood,2090,45,wet,0.110545508501647,284610.9094,1957.3523246418658,NA,NA,1,16.07398796253803,0.006877291980016652
1,Arrowwood,2090,85,dry,0.111091677513159,142620.6946,981.5956358510873,NA,NA,1,16.141037747655126,0.006882561037892234
1,Arrowwood,2090,85,wet,0.111091677513159,296520.40682000003,2040.819798919287,NA,NA,1,16.141037747655126,0.006882561037892234
