rcp,year,n,gross_mean,gross_median,gross_max,gain_mean,net_mean,net_median,gross_minus_net,ratio,pct_censored
45,2020,1169,0.01789669305694312,0.014118527844286504,0.11486529898973627,6.783547986884451e-4,0.01721833706371221,0.013520435531903394,6.783559932309093e-4,1.0393973001411705,2.0530367835757057
45,2030,1169,0.017993259218068495,0.013925168380267233,0.11443380670015807,9.8809143066145e-4,0.017005170324616382,0.013179435113782794,9.880888934521125e-4,1.0581052041579244,2.309666381522669
